"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","968","2200","259997","111","13122","273119","295"
"Bageshwar","999","523","224345","39","6139","230484","779"
"Chamoli","1276","1218","303060","137","12725","315785","884"
"Champawat","1065","34","280461","45","8112","288573","1564"
"Dehradun","10689","10467","1987341","987","123907","2111248","4226"
"Haridwar","9330","11300","2303898","352","55780","2359678","2353"
"Nainital","1825","1062","595962","546","43943","639905","899"
"Pauri Garhwal","1209","1670","429858","289","19274","449132","710"
"Pithoragarh","668","1464","243895","60","10826","254721","470"
"Rudraprayag","868","363","207113","53","9032","216145","556"
"Tehri Garhwal","897","519","314079","65","16468","330547","740"
"US Nagar","2774","4049","999722","568","41076","1040798","884"
"Uttarkashi","708","974","351031","43","12845","363876","689"
"Total","33276","35843","8500762","3295","373249","8874011","15049"
