"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","2","1","0","2024","16","17","0"
"East Jaintia Hills","3","2","0","2580","33","17","0"
"East Khasi Hills","15","35","0","46901","1063","181","55"
"Eastern West Khasi Hills","1","2","0","130","6","19","1"
"North Garo Hills","0","5","0","1836","9","17","0"
"Ri-Bhoi","6","7","0","10243","96","69","0"
"South Garo Hills","0","1","0","1330","12","7","1"
"South West Garo Hills","4","1","0","2070","19","18","2"
"South West Khasi Hills","0","3","0","2672","19","7","0"
"West Garo Hills","8","18","0","10639","78","83","6"
"West Jaintia Hills","3","6","0","7126","139","58","4"
"West Khasi Hills","0","1","0","5622","75","17","0"
"Total","42","82","0","93173","1565","510","69"
