,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-03-18,AP,Anantapur,,,,177482,1105,176223,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
1,2022-03-18,AP,Chittoor,,,,272365,2000,270341,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
2,2022-03-18,AP,East Godavari,,,,316504,1298,315046,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
3,2022-03-18,AP,Guntur,,,,203227,1277,201908,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
4,2022-03-18,AP,YSR Kadapa,,,,134882,652,134221,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
5,2022-03-18,AP,Krishna,,,,136883,1496,135358,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
6,2022-03-18,AP,Kurnool,,,,144243,867,143374,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
7,2022-03-18,AP,S.P.S. Nellore,,,,164354,1090,163253,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
8,2022-03-18,AP,Prakasam,,,,155921,1146,154767,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
9,2022-03-18,AP,Srikakulam,,,,133935,798,133133,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
10,2022-03-18,AP,Visakhapatnam,,,,190896,1184,189666,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
11,2022-03-18,AP,Vizianagaram,,,,92237,680,91545,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
12,2022-03-18,AP,West Godavari,,,,193317,1137,192145,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
14,2022-03-18,AP,Other States,,,,2461,0,2461,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
15,2022-03-18,AP,Other Countries,,,,434,0,434,,2022-04-06T22:35:08.727090+05:30,,,,2319141,14730,2303875,,0,0
