District,Recovered,Deceased,Active
ममर्ापरु,10974,116,103
औरैय्या,9887.0,204.0,101.0
जौनपरु,22350.0,235.0,98.0
गोंडा,12017.0,272.0,95.0
अम्बडेकर नगर,4888.0,152.0,91.0
आजमगढ़,17682.0,229.0,88.0
मसद्धाथ नगर,9276.0,100.0,86.0
सलु्तानपरु,14781.0,138.0,77.0
एटा,9877.0,99.0,76.0
महाराजगजं,12331.0,141.0,74.0
लमलतपरु,12622.0,128.0,73.0
बमलया,21380.0,234.0,70.0
कन्नौज,9116.0,115.0,70.0
फर्रखाबाद,10158.0,194.0,64.0
पीलीभीत,10841.0,193.0,40.0
अमठेी,9835.0,143.0,39.0
बलरामपरु,7361.0,138.0,39.0
बादा,10832.0,161.0,39.0
फतहेपरु,6680.0,139.0,39.0
कासगजं,4200.0,53.0,39.0
कुशीनगर,15391.0,228.0,38.0
प्रतापगढ़,15876.0,163.0,36.0
मऊ,8253.0,80.0,35.0
कानपरु देहात,6090.0,110.0,34.0
भदोही,7558.0,163.0,27.0
सतं कबीर नगर,8064.0,98.0,20.0
चचत्रकट,7031.0,79.0,16.0
हमीरपरु,5138.0,102.0,16.0
जालौन,11489.0,202.0,16.0
श्रावस्ती,4355.0,35.0,14.0
कौशाम्बी,4357.0,70.0,12.0
महोबा,4182.0,86.0,11.0
