District,Recovered,Deceased,Active
गौतम बिु नगर,63404,468,7335
गाज़ियाबाद,55556,461,6347
लखनऊ,236546,2651,6070
मरेठ,68719,904,4423
िाराणसी,84602,971,2004
मरुादाबाद,38795,350,1485
आगरा,25370,458,1469
कानपरु नगर,81070,1906,1075
मथरुा,19964,402,1048
प्रयागराज,77690,1090,1046
मजुफ्फरनगर,30768,269,921
गोरखपरु,58608,849,910
सहारनपरु,32364,420,770
बलुदंशहर,19988,246,715
अलीगढ,21199,109,700
बरेली,43691,377,603
झासी,35917,663,550
शामली,12942,45,421
बागपत,9003,141,362
बाराबकंी,19635,225,340
सभंल,9336,106,336
अयोध्या,16641,290,283
हापड़ु,12429,217,260
बबजनौर,14670,126,253
अमरोहा,16424,203,250
राय बरेली,16772,343,246
हाथरस,2879,43,227
गाजीपरु,21372,283,217
रामपरु,11689,148,213
सोनभद्र,16568,252,196
चदंौली,15861,357,173
हरदोई,13411,349,145
मनैपरुी,9853,182,144
शाहजहांपरु,19933,444,139
उन्नाव,14775,254,139
बस्ती,11391,330,136
क्रिरोजाबाद,8590,135,135
बदाय,14850,99,129
लखीमपरु-खीरी,24131,293,123
देवररया,20018,222,118
सीतापरु,12214,185,116
बहराइच,11374,178,114
इटावा,13642,293,104
