"Sr. No.","District/Municipal 
Corporation","COVID-19 cases","Recovered 
patients","Deaths","Active cases"
"31","Wardha","65687","64278","1408","1"
"32","Bhandara","67957","66806","1142","9"
"33","Gondia","45424","44836","587","1"
"34","Chandrapur","98872","97263","1592","17"
"35","Gadchiroli","36998","36261","726","11"
"","Other states/country","144","31","113","0"
"","Total","7912462","7747111","147871","17480"
