"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","1","40672","3","40301","4","0","367","0"
"2","Ballari","3","115480","13","113670","47","0","1761","2"
"3","Belagavi","6","100080","11","99043","37","0","998","2"
"4","Bengaluru Rural","1","79267","18","78341","20","0","906","0"
"5","Bengaluru Urban","182","1779362","222","1760011","2419","1","16931","1"
"6","Bidar","3","29803","3","29373","6","0","420","4"
"7","Chamarajanagara","0","43606","5","43060","11","0","524","11"
"8","Chikkaballapura","0","55605","5","55126","19","0","459","1"
"9","Chikkamagaluru","1","57221","16","56795","20","0","406","0"
"10","Chitradurga","2","46194","6","45849","107","1","238","0"
"11","Dakshina 
Kannada","5","135422","9","133541","34","0","1837","10"
"12","Davanagere","0","57528","3","56896","9","0","623","0"
"13","Dharwada","6","84042","2","82627","33","1","1379","3"
"14","Gadag","0","30577","0","30232","10","0","335","0"
"15","Hassana","4","143844","6","142517","20","0","1305","2"
"16","Haveri","4","26833","1","26157","8","0","668","0"
"17","Kalaburagi","8","76568","8","75644","46","0","878","0"
"18","Kodagu","7","49248","14","48836","59","0","352","1"
"19","Kolara","4","62968","7","62283","21","0","664","0"
"20","Koppala","1","41277","12","40734","5","0","538","0"
"21","Mandya","0","101465","6","100747","12","0","706","0"
"22","Mysuru","12","229331","13","226658","117","0","2556","0"
"23","Raichuru","0","45443","8","45071","12","0","360","0"
"24","Ramanagara","0","29768","5","29415","6","0","347","0"
"25","Shivamogga","14","83271","16","82070","72","0","1128","1"
"26","Tumakuru","5","159770","7","158495","59","0","1216","0"
"27","Udupi","4","95583","29","95010","27","0","546","0"
"28","Uttara Kannada","4","71139","5","70303","28","0","808","0"
"29","Vijayapura","0","40990","1","40465","8","0","517","0"
"30","Yadagiri","1","29953","4","29731","10","0","212","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","278","3942346","458","3899034","3286","3","39988","38"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 05-03-2022 
 Page 5 of 8","","","","","","","","",""
