,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-03,DL,Central Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
1,1,2021-11-03,DL,East Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
2,2,2021-11-03,DL,New Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
3,3,2021-11-03,DL,North Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
4,4,2021-11-03,DL,North East Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
5,5,2021-11-03,DL,North West Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
6,6,2021-11-03,DL,Shahdara,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
7,7,2021-11-03,DL,South Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
8,8,2021-11-03,DL,South East Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
9,9,2021-11-03,DL,South West Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
10,10,2021-11-03,DL,West Delhi,,,,,,,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
11,11,2021-11-03,DL,Unknown,,,,1439963.0,25091.0,1414552.0,,2021-11-04 22:13:49.475906,,,,1439963,25091,1414552,29570365
