"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19882","19598","17","267"
"2","Chengalpattu","235073","231905","512","2656"
"3","Chennai","750039","739739","1237","9063"
"4","Coimbatore","329564","326271","679","2614"
"5","Cuddalore","74205","73216","96","893"
"6","Dharmapuri","36165","35833","49","283"
"7","Dindigul","37457","36771","21","665"
"8","Erode","132606","131602","270","734"
"9","Kallakurichi","36512","36280","17","215"
"10","Kancheepuram","94305","92840","163","1302"
"11","Kanyakumari","86157","84923","149","1085"
"12","Karur","29745","29330","43","372"
"13","Krishnagiri","59593","59129","94","370"
"14","Madurai","91005","89717","52","1236"
"15","Mayiladuthurai","26494","26151","14","329"
"16","Nagapattinam","25431","25018","38","375"
"17","Namakkal","67971","67322","115","534"
"18","Nilgiris","42004","41595","183","226"
"19","Perambalur","14455","14197","9","249"
"20","Pudukottai","34450","33993","31","426"
"21","Ramanathapuram","24657","24269","20","368"
"22","Ranipet","53901","53081","33","787"
"23","Salem","127299","125380","157","1762"
"24","Sivagangai","23791","23516","56","219"
"25","Tenkasi","32733","32233","10","490"
"26","Thanjavur","92080","90951","91","1038"
"27","Theni","50588","50041","15","532"
"28","Thirupathur","35722","35079","10","633"
"29","Thiruvallur","147340","145203","199","1938"
"30","Thiruvannamalai","66777","66042","51","684"
"31","Thiruvarur","47996","47469","55","472"
"32","Thoothukudi","64932","64434","51","447"
"33","Tirunelveli","62727","62243","39","445"
"34","Tiruppur","129836","128618","166","1052"
"35","Trichy","94882","93573","149","1160"
"36","Vellore","57205","55957","85","1163"
"37","Villupuram","54571","54156","49","366"
"38","Virudhunagar","56796","56206","36","554"
"39","Airport Surveillance 
(International)","1243","1237","5","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,49,721","34,06,649","5,066","38,006"
