TT|2022-04-04 07:55:13.916184|GetSource|ERR|File Not Found
TT|2022-04-04 09:55:10.082050|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 09:55:24.684936|ExtractFromHTML|OK|COMPLETED
TT|2022-04-04 11:18:42.496247|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 11:18:56.203088|ExtractFromHTML|OK|COMPLETED
TT|2022-04-04 11:55:09.860739|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 11:55:27.256610|ExtractFromHTML|OK|COMPLETED
TT|2022-04-04 19:55:10.647087|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 19:55:25.466756|ExtractFromHTML|OK|COMPLETED
TT|2022-04-04 20:55:10.099009|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 20:55:29.554173|ExtractFromHTML|OK|COMPLETED
TT|2022-04-04 21:55:10.435326|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 21:55:27.248461|ExtractFromHTML|OK|COMPLETED
TT|2022-04-04 22:55:10.687309|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 22:55:26.367781|ExtractFromHTML|OK|COMPLETED
TT|2022-04-04 23:55:10.429465|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-04 23:55:27.891641|ExtractFromHTML|OK|COMPLETED
TT|2022-04-05 07:55:10.694255|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
