,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-10-30,GJ,Ahmedabad,,,,,3411,234887,5298167,,,,,,10086,816101,30893781
1,2021-10-30,GJ,Amreli,,,,,102,10708,593052,,,,,,10086,816101,30893781
2,2021-10-30,GJ,Anand,,,,,49,9581,538627,,,,,,10086,816101,30893781
3,2021-10-30,GJ,Aravalli,,,,,78,5108,361379,,,,,,10086,816101,30893781
4,2021-10-30,GJ,Banaskantha,,,,,162,13469,841723,,,,,,10086,816101,30893781
5,2021-10-30,GJ,Bharuch,,,,,118,11308,512250,,,,,,10086,816101,30893781
6,2021-10-30,GJ,Bhavnagar,,,,,301,21143,1190568,,,,,,10086,816101,30893781
7,2021-10-30,GJ,Botad,,,,,42,2176,253792,,,,,,10086,816101,30893781
8,2021-10-30,GJ,Chhota Udaipur,,,,,38,3357,266322,,,,,,10086,816101,30893781
9,2021-10-30,GJ,Dahod,,,,,38,9917,701542,,,,,,10086,816101,30893781
10,2021-10-30,GJ,Dang,,,,,18,848,83173,,,,,,10086,816101,30893781
11,2021-10-30,GJ,Devbhumi Dwarka,,,,,82,4093,238975,,,,,,10086,816101,30893781
12,2021-10-30,GJ,Gandhinagar,,,,,205,20549,829137,,,,,,10086,816101,30893781
13,2021-10-30,GJ,Gir Somnath,,,,,67,8499,377559,,,,,,10086,816101,30893781
14,2021-10-30,GJ,Jamnagar,,,,,478,34493,882142,,,,,,10086,816101,30893781
15,2021-10-30,GJ,Junagadh,,,,,272,20226,809495,,,,,,10086,816101,30893781
16,2021-10-30,GJ,Kutch,,,,,145,12474,823965,,,,,,10086,816101,30893781
17,2021-10-30,GJ,Kheda,,,,,48,10391,631208,,,,,,10086,816101,30893781
18,2021-10-30,GJ,Mahisagar,,,,,72,8122,385196,,,,,,10086,816101,30893781
19,2021-10-30,GJ,Mehsana,,,,,177,24242,687081,,,,,,10086,816101,30893781
20,2021-10-30,GJ,Morbi,,,,,87,6415,375346,,,,,,10086,816101,30893781
21,2021-10-30,GJ,Narmada,,,,,15,5940,274342,,,,,,10086,816101,30893781
22,2021-10-30,GJ,Navsari,,,,,24,7180,442469,,,,,,10086,816101,30893781
23,2021-10-30,GJ,Panchmahal,,,,,70,11700,555627,,,,,,10086,816101,30893781
24,2021-10-30,GJ,Patan,,,,,129,11495,467514,,,,,,10086,816101,30893781
25,2021-10-30,GJ,Porbandar,,,,,19,3467,246111,,,,,,10086,816101,30893781
26,2021-10-30,GJ,Rajkot,,,,,725,57236,2065904,,,,,,10086,816101,30893781
27,2021-10-30,GJ,Sabarkantha,,,,,157,9159,491638,,,,,,10086,816101,30893781
28,2021-10-30,GJ,Surat,,,,,1956,141881,6447817,,,,,,10086,816101,30893781
29,2021-10-30,GJ,Surendranagar,,,,,136,7985,524760,,,,,,10086,816101,30893781
30,2021-10-30,GJ,Tapi,,,,,24,4417,251633,,,,,,10086,816101,30893781
31,2021-10-30,GJ,Vadodara,,,,,788,77333,1938941,,,,,,10086,816101,30893781
32,2021-10-30,GJ,Valsad,,,,,53,6302,506326,,,,,,10086,816101,30893781
