Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Ahmedabad,0,0,0,0,5419,28568,0,0,0,0,0,0,0,7208200,2021-12-08 10:34:49.891114,,,238330,3411,234887,5298167,5959829,3428527,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,9388356.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Amreli,0,0,0,0,807,5620,0,0,0,0,0,0,0,1513614,2021-12-08 10:34:49.891114,,,10810,102,10708,593052,926990,548178,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,1475168.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Anand,0,0,0,0,8046,10769,0,0,0,0,0,0,0,2090276,2021-12-08 10:34:49.891114,,,9637,49,9581,538627,1466989,933027,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,2400016.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Aravalli,0,0,0,0,112,4804,0,0,0,0,0,0,0,1051746,2021-12-08 10:34:49.891114,,,5186,78,5108,361379,717962,522255,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,1240217.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Banaskantha,0,0,0,0,1644,19359,0,0,0,0,0,0,0,3116045,2021-12-08 10:34:49.891114,,,13631,162,13469,841723,2140102,1154380,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,3294482.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Bharuch,0,0,0,0,3056,7638,0,0,0,0,0,0,0,1550822,2021-12-08 10:34:49.891114,,,11426,118,11308,512250,1216048,666806,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,1882854.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Bhavnagar,0,0,0,0,5156,30955,0,0,0,0,0,0,0,2877961,2021-12-08 10:34:49.891114,,,21446,301,21143,1190568,1680039,984627,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,2664666.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Botad,0,0,0,0,150,2562,0,0,0,0,0,0,0,656005,2021-12-08 10:34:49.891114,,,2218,42,2176,253792,378219,228456,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,606675.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Chhota Udaipur,0,0,0,0,43,4755,0,0,0,0,0,0,0,1071831,2021-12-08 10:34:49.891114,,,3395,38,3357,266322,635691,419339,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,1055030.0,0
2021-10-30,GJ,0,0,0,0,46750,317917,0,0,0,0,0,0,0,Dahod,0,0,0,0,64,14735,0,0,0,0,0,0,0,2126558,2021-12-08 10:34:49.891114,,,9955,38,9917,701542,1499044,629888,2021-12-08 10:34:49.890436,67936000,2021-12-08 10:34:49.891447,,,826395,10086,816101,30893781,44720370,25908711,70629081.0,364667.0,2128932.0,0
