Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Ariyalur,2,0,4,,7042,12484,0,0,0,0,0,0,0,752481,,,,16849,261,16545,,474263,153225,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,627488.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Chengalpattu,86,1,95,,14061,19415,0,0,0,0,0,0,0,2556244,,,,171694,2504,168234,,1334496,601369,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1935865.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Chennai,115,0,138,,33952,81380,0,0,0,0,0,0,0,7100000,,,,554554,8542,544558,,4912946,2845632,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,7758578.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Coimbatore,116,3,124,,12434,48689,0,0,0,0,0,0,0,3472578,,,,246660,2415,242944,,2716432,1202631,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,3919063.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Cuddalore,18,0,17,,19197,46737,0,0,0,0,0,0,0,2600880,,,,64069,867,62979,,1520292,624214,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,2144506.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Dharmapuri,11,0,23,,5234,11030,0,0,0,0,0,0,0,1502900,,,,28409,274,27936,,770144,278227,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1048371.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Dindigul,7,0,8,,11616,42643,0,0,0,0,0,0,0,2161367,,,,33090,645,32341,,1236183,492413,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1728596.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Erode,71,2,97,,9221,27544,0,0,0,0,0,0,0,2259608,,,,104235,684,102742,,1370681,551725,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1922406.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Kallakurichi,14,0,21,,9480,17060,0,0,0,0,0,0,0,1370281,,,,31350,210,31033,,692124,292500,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,984624.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Kancheepuram,30,1,39,,5791,8269,0,0,0,0,0,0,0,1166401,,,,74940,1258,73349,,662527,249141,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,911668.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Kanyakumari,17,0,9,,11733,35894,0,0,0,0,0,0,0,1863178,,,,62345,1048,61100,,1100457,449344,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1549801.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Karur,23,0,11,,3756,19542,0,0,0,0,0,0,0,1076588,,,,24071,356,23507,,626062,288286,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,914348.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Krishnagiri,18,0,20,,10009,22150,0,0,0,0,0,0,0,1883731,,,,43554,348,43017,,1040087,405964,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1446051.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Madurai,14,0,18,,15311,25101,0,0,0,0,0,0,0,3991038,,,,75202,1172,73836,,1499271,581126,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,2080397.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Mayiladuthurai,4,0,15,,0,0,0,0,0,0,0,0,0,901000,,,,23277,316,22868,,0,0,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Nagapattinam,12,2,19,,4036,12234,0,0,0,0,0,0,0,1614069,,,,21058,345,20541,,813222,288635,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1101857.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Namakkal,48,0,53,,8816,19624,0,0,0,0,0,0,0,1721179,,,,52202,498,51202,,987662,396637,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1384299.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Nilgiris,17,0,29,,966,15479,0,0,0,0,0,0,0,735071,,,,33546,210,33139,,501915,342719,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,844634.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Perambalur,6,0,6,,2145,6800,0,0,0,0,0,0,0,564511,,,,12065,243,11785,,326489,134330,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,460819.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Pudukkottai,8,0,5,,5710,18829,0,0,0,0,0,0,0,1918725,,,,30171,416,29619,,826766,311918,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1138684.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Ramanathapuram,2,0,8,,3683,12787,0,0,0,0,0,0,0,1337560,,,,20561,357,20152,,659821,277708,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,937529.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Ranipet,10,1,12,,6875,8343,0,0,0,0,0,0,0,1210277,,,,43422,775,42543,,556761,173566,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,730327.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Salem,60,1,64,,12508,35396,0,0,0,0,0,0,0,3480008,,,,99831,1684,97552,,1924688,789251,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,2713939.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Sivaganga,11,0,7,,5547,19716,0,0,0,0,0,0,0,1341250,,,,20182,206,19845,,725815,286904,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1012719.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Tenkasi,3,0,3,,6381,9764,0,0,0,0,0,0,0,1407627,,,,27353,484,26830,,736591,232731,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,969322.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Thanjavur,42,0,61,,19661,15666,0,0,0,0,0,0,0,2402781,,,,75315,972,73815,,1212831,484282,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1697113.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Theni,5,0,4,,6639,18971,0,0,0,0,0,0,0,1243684,,,,43570,520,43013,,659808,303296,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,963104.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Tirupathur,8,0,10,,6414,15631,0,0,0,0,0,0,0,1111812,,,,29291,625,28592,,541185,204694,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,745879.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Thiruvallur,33,0,57,,10850,17967,0,0,0,0,0,0,0,3725697,,,,119342,1842,117083,,1039137,376171,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1415308.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Tiruvannamalai,15,0,26,,12788,34404,0,0,0,0,0,0,0,2468965,,,,54950,667,54094,,1265594,523148,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,1788742.0,0
2021-10-30,TN,1021,14,1172,124055,401077,874463,0,0,0,0,0,0,0,Thiruvarur,23,1,24,,5322,10104,0,0,0,0,0,0,0,1268094,,,,41438,440,40738,,629983,246345,2021-12-07T14:28:05.342111+05:30,75695000,,,,2701614,36097,2653832,51035541,41196911,17505603,58702514.0,1275540.0,876328.0,0
