Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Angul,1,0,0,,2783,4455,0,0,0,0,0,0,0,1271703,,,,43920,393,43503,,786269,291762,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1078031.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Balasore,5,0,0,,6264,3721,0,0,0,0,0,0,0,2317419,,,,40787,294,40375,,1350170,533799,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1883969.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Bargarh,0,0,0,,11929,7328,0,0,0,0,0,0,0,1478833,,,,31126,335,30761,,828923,283936,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1112859.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Bhadrak,3,0,0,,1749,4972,0,0,0,0,0,0,0,1506522,,,,26480,146,26253,,1026493,367928,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1394421.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Balangir,0,0,0,,2915,5912,0,0,0,0,0,0,0,1648574,,,,23397,126,23257,,960786,299153,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1259939.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Boudh,0,0,0,,1155,4534,0,0,0,0,0,0,0,439917,,,,12634,112,12488,,258829,90712,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,349541.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Cuttack,54,0,0,,10321,6772,0,0,0,0,0,0,0,2618708,,,,94631,853,93375,,1431795,701149,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,2132944.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Deogarh,2,0,0,,53,266,0,0,0,0,0,0,0,312164,,,,6553,50,6457,,223404,63591,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,286995.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Dhenkanal,5,0,0,,2429,3871,0,0,0,0,0,0,0,1192948,,,,19871,243,19598,,738314,282755,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1021069.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Gajapati,5,0,0,,816,1486,0,0,0,0,0,0,0,575880,,,,9657,83,9555,,288667,114342,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,403009.0,0
