Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Ganjam,8,0,0,,3434,15955,0,0,0,0,0,0,0,3520151,,,,33849,477,33340,,2214543,1696480,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,3911023.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Jagatsinghpur,9,0,0,,2606,3114,0,0,0,0,0,0,0,1136604,,,,27920,316,27498,,677677,272497,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,950174.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Jajpur,9,0,0,,4193,6674,0,0,0,0,0,0,0,1826275,,,,43735,171,43453,,1087733,383304,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1471037.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Jharsuguda,3,0,0,,950,2182,0,0,0,0,0,0,0,579499,,,,23863,176,23673,,399523,189682,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,589205.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Kalahandi,2,0,0,,5428,4346,0,0,0,0,0,0,0,1573054,,,,24314,210,24082,,919709,304241,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1223950.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Kandhamal,0,0,0,,2116,2808,0,0,0,0,0,0,0,731952,,,,11537,83,11453,,383162,150208,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,533370.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Kendrapara,8,0,0,,3844,5216,0,0,0,0,0,0,0,1439891,,,,24860,251,24537,,914717,346675,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1261392.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Kendujhar,1,0,0,,3629,7970,0,0,0,0,0,0,0,1802777,,,,20980,173,20796,,1086802,375698,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1462500.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Khordha,250,2,0,,3767,6780,0,0,0,0,0,0,0,2246341,,,,175335,1542,171695,,2063078,1501056,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,3564134.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Koraput,1,0,0,,1744,5299,0,0,0,0,0,0,0,1376934,,,,19137,78,19042,,859838,397039,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1256877.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Malkangiri,0,0,0,,3099,2350,0,0,0,0,0,0,0,612727,,,,11667,46,11610,,389293,135925,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,525218.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Mayurbhanj,19,1,0,,13241,5185,0,0,0,0,0,0,0,2513895,,,,40844,283,40408,,1219168,413044,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1632212.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Nabarangapur,0,0,0,,2251,2844,0,0,0,0,0,0,0,1218762,,,,23549,84,23461,,675601,188457,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,864058.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Nayagarh,2,0,0,,1217,3319,0,0,0,0,0,0,0,962215,,,,23505,210,23258,,593583,222489,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,816072.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Nuapada,1,0,0,,420,2682,0,0,0,0,0,0,0,606490,,,,22924,84,22800,,402242,129627,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,531869.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Puri,15,1,0,,2640,5867,0,0,0,0,0,0,0,1697983,,,,45431,456,44896,,1075675,516612,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1592287.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Rayagada,6,0,0,,818,2328,0,0,0,0,0,0,0,961959,,,,20224,167,19978,,549230,182401,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,731631.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Sambalpur,13,0,0,,1221,5452,0,0,0,0,0,0,0,1044410,,,,31651,240,31291,,768415,416631,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1185046.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Subarnapur,0,0,0,,1367,6559,0,0,0,0,0,0,0,652107,,,,13187,61,13115,,418336,192102,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,610438.0,0
2021-10-30,OR,488,4,0,0,101142,144012,0,0,0,0,0,0,0,Sundargarh,13,0,0,,2743,3765,0,0,0,0,0,0,0,2080664,,,,61841,590,61159,,1121938,490088,2021-12-08 10:34:50.026134,43671000,2021-12-08 10:34:50.026813,,,1041457,8333,1028697,21924668,25713913,11533383,37247296.0,245154.0,1612026.0,0
