"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","4","1","0","0","1922","1902","16"
"East Jaintia Hills","28","3","0","0","2478","2418","32"
"East Khasi Hills","991","193","142","2","43508","41502","1015"
"North Garo Hills","3","0","1","0","1690","1679","8"
"Ri-Bhoi","84","20","6","0","9842","9668","90"
"South Garo Hills","5","1","0","0","1223","1206","12"
"South West Garo Hills","7","3","0","0","1880","1855","18"
"South West Khasi Hills","10","4","0","0","2563","2536","17"
"West Garo Hills","131","35","11","0","9291","9087","73"
"West Jaintia Hills","28","6","2","0","6861","6697","136"
"West Khasi Hills","27","9","0","0","5549","5447","75"
"Total","1318","275","162","2","86807","83997","1492"
