"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","2","1","0","1947","16","19","0"
"East Jaintia Hills","0","3","0","2513","32","32","0"
"East Khasi Hills","197","262","3","45446","1027","1466","178"
"Eastern West Khasi Hills","6","1","2","52","4","41","0"
"North Garo Hills","7","0","0","1736","8","46","0"
"Ri-Bhoi","13","7","0","10011","90","183","1"
"South Garo Hills","7","5","0","1260","12","24","1"
"South West Garo Hills","5","1","0","1926","18","40","2"
"South West Khasi Hills","5","0","1","2602","18","42","0"
"West Garo Hills","38","69","0","9845","74","422","14"
"West Jaintia Hills","6","7","0","6940","136","75","6"
"West Khasi Hills","2","5","0","5563","74","25","0"
"Total","288","361","6","89841","1509","2415","202"
