,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Ahmedabad,9,0,16,8642,5111,33466,27,102.0,0.0,36.0,56054.0,37248.0,266343.0,7208200,2021-11-20 22:42:20.706309,,,238512,3411,234972,5421009,6034759,4018224,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
1,1,1,1,1,1,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Amreli,0,0,0,705,1104,8435,0,0.0,0.0,1.0,6934.0,9356.0,67955.0,1513614,2021-11-20 22:42:20.706309,,,10811,102,10709,607963,946802,700088,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
2,2,2,2,2,2,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Anand,0,0,0,1527,905,22044,1,3.0,0.0,3.0,12415.0,8318.0,110619.0,2090276,2021-11-20 22:42:20.706309,,,9643,49,9590,565604,1508155,1224567,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
3,3,3,3,3,3,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Aravalli,0,0,0,52,312,5511,0,0.0,0.0,0.0,4229.0,1135.0,32256.0,1051746,2021-11-20 22:42:20.706309,,,5186,78,5108,370215,720277,600459,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
4,4,4,4,4,4,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Banaskantha,0,0,0,2022,1230,26791,0,0.0,0.0,0.0,14692.0,7271.0,197488.0,3116045,2021-11-20 22:42:20.706309,,,13632,162,13469,876045,2159633,1654907,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
5,5,5,5,5,5,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Bharuch,0,0,0,1310,1362,5636,0,2.0,0.0,1.0,8467.0,10611.0,57816.0,1550822,2021-11-20 22:42:20.706309,,,11429,118,11309,532621,1241517,793693,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
6,6,6,6,6,6,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Bhavnagar,0,0,2,1821,2776,12812,1,1.0,0.0,3.0,13243.0,17909.0,89640.0,2877961,2021-11-20 22:42:20.706309,,,21451,301,21149,1219827,1719862,1168532,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
7,7,7,7,7,7,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Botad,0,0,0,40,243,2815,0,0.0,0.0,0.0,2307.0,2189.0,29128.0,656005,2021-11-20 22:42:20.706309,,,2218,42,2176,258900,382177,282746,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
8,8,8,8,8,8,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Chhota Udaipur,0,0,0,501,203,4903,0,0.0,0.0,0.0,5520.0,625.0,32982.0,1071831,2021-11-20 22:42:20.706309,,,3395,38,3357,281842,636908,510552,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
9,9,9,9,9,9,2021-11-20,GJ,36,0,44,65581,48261,367844,159,260.0,1.0,162.0,447324.0,312837.0,2487221.0,Dahod,0,0,0,1141,261,19702,0,0.0,0.0,0.0,10987.0,1377.0,120275.0,2126558,2021-11-20 22:42:20.706309,,,9955,38,9917,731318,1501377,956673,2021-11-20 22:42:20.705584,67936000,2021-11-20 22:42:20.706706,,,827022,10088,816611,31882293,45377538,31628303,0,0,0,0,0
