District,Recovered,Deceased,Active
गौतम बिु नगर,63510,468,9300
लखनऊ,236604,2651,8168
गाज़ियाबाद,55744,461,7665
मरेठ,68792,904,5597
िाराणसी,84622,971,2489
आगरा,25396,458,2094
मरुादाबाद,38808,350,2009
कानपरु नगर,81083,1907,1425
मथरुा,19968,402,1345
प्रयागराज,77704,1090,1267
गोरखपरु,58612,849,1262
मजुफ्फरनगर,30780,269,1143
सहारनपरु,32381,420,977
बलुदंशहर,19995,246,943
अलीगढ,21204,109,863
बरेली,43697,377,821
झासी,35931,663,626
शामली,12945,45,521
बाराबकंी,19641,225,467
बागपत,9007,141,420
सभंल,9336,106,380
राय बरेली,16775,343,377
हापड़ु,12434,217,372
अयोध्या,16649,290,365
बबजनौर,14675,126,345
अमरोहा,16460,203,322
हाथरस,2879,43,287
गाजीपरु,21373,283,286
रामपरु,11692,148,280
मनैपरुी,9854,182,264
सोनभद्र,16568,252,247
चदंौली,15862,357,234
शाहजहांपरु,19935,444,207
हरदोई,13416,350,204
क्रिरोजाबाद,8592,135,195
सीतापरु,12215,185,194
बदाय,14850,99,190
लखीमपरु-खीरी,24131,293,180
उन्नाव,14776,254,173
बस्ती,11392,330,169
इटावा,13642,293,153
जौनपरु,22350,235,151
गोंडा,12020,272,150
