District,Recovered,Deceased,Active
बहराइच,11376,178,149
देवररया,20020.0,222.0,140.0
ममर्ापरु,10979.0,116.0,133.0
औरैय्या,9887.0,204.0,127.0
मसद्धाथ नगर,9277.0,100.0,116.0
आजमगढ़,17689.0,229.0,114.0
अम्बडेकर नगर,4888.0,152.0,113.0
फर्रखाबाद,10158.0,194.0,99.0
एटा,9878.0,99.0,98.0
कन्नौज,9116.0,115.0,98.0
बमलया,21380.0,234.0,97.0
महाराजगजं,12331.0,141.0,89.0
सलु्तानपरु,14781.0,139.0,89.0
लमलतपरु,12623.0,128.0,82.0
कासगजं,4199.0,53.0,62.0
पीलीभीत,10841.0,193.0,59.0
बलरामपरु,7362.0,138.0,58.0
मऊ,8253.0,80.0,54.0
कुशीनगर,15393.0,228.0,51.0
अमठेी,9836.0,143.0,50.0
फतहेपरु,6680.0,139.0,46.0
कानपरु देहात,6091.0,110.0,44.0
बादा,10838.0,161.0,41.0
भदोही,7558.0,163.0,39.0
प्रतापगढ़,15876.0,163.0,37.0
सतं कबीर नगर,8064.0,98.0,33.0
चचत्रकट,7031.0,79.0,27.0
हमीरपरु,5138.0,102.0,26.0
जालौन,11489.0,202.0,17.0
श्रावस्ती,4355.0,35.0,15.0
कौशाम्बी,4357.0,70.0,14.0
महोबा,4182.0,86.0,11.0
