"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","1","40673","0","40301","5","0","367","0"
"2","Ballari","7","115487","6","113676","48","0","1761","2"
"3","Belagavi","6","100086","0","99043","43","0","998","2"
"4","Bengaluru Rural","2","79269","0","78341","22","0","906","0"
"5","Bengaluru Urban","146","1779508","138","1760149","2425","2","16933","1"
"6","Bidar","0","29803","0","29373","6","0","420","4"
"7","Chamarajanagara","0","43606","2","43062","9","0","524","11"
"8","Chikkaballapura","0","55605","6","55132","13","0","459","1"
"9","Chikkamagaluru","5","57226","2","56797","23","0","406","0"
"10","Chitradurga","5","46199","1","45850","111","0","238","0"
"11","Dakshina 
Kannada","5","135427","12","133553","27","0","1837","10"
"12","Davanagere","0","57528","3","56899","6","0","623","0"
"13","Dharwada","4","84046","5","82632","32","0","1379","3"
"14","Gadag","0","30577","3","30235","7","0","335","0"
"15","Hassana","0","143844","16","142533","4","0","1305","2"
"16","Haveri","0","26833","0","26157","8","0","668","0"
"17","Kalaburagi","1","76569","0","75644","46","1","879","0"
"18","Kodagu","5","49253","1","48837","63","0","352","1"
"19","Kolara","0","62968","1","62284","20","0","664","0"
"20","Koppala","2","41279","1","40735","6","0","538","0"
"21","Mandya","2","101467","0","100747","14","0","706","0"
"22","Mysuru","12","229343","49","226707","80","0","2556","0"
"23","Raichuru","0","45443","0","45071","12","0","360","0"
"24","Ramanagara","0","29768","0","29415","6","0","347","0"
"25","Shivamogga","6","83277","6","82076","72","0","1128","1"
"26","Tumakuru","13","159783","4","158499","68","0","1216","0"
"27","Udupi","2","95585","6","95016","23","0","546","0"
"28","Uttara Kannada","3","71142","2","70305","29","0","808","0"
"29","Vijayapura","1","40991","0","40465","9","0","517","0"
"30","Yadagiri","1","29954","0","29731","11","0","212","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","229","3942575","264","3899298","3248","3","39991","38"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 06-03-2022 
 Page 5 of 8","","","","","","","","",""
