,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10025,9893,129,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,660363,328791,322061,9511,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,26,86,91,203,0,2,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2318751,2303361,14729,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,87469412,43075020,42870254,1524138,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,1687,176075,8350,186112,46,134,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64480,64151,296,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,1644763,890207,730065,24491,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,178,665,78,921,1,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724170,716163,6639,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,43599468,23424344,19902021,273103,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,3648,26712,1724,32084,0,7,0,,,1332900000,Assam,34293000
4,Bihar,830350,817997,12255,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,121725211,66681303,54231134,812774,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,25674,123062,3732,152468,16,19,0,,,1332900000,Bihar,119520000
5,Chandigarh,91845,90620,1165,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,2045671,1125643,894516,25512,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,147,727,113,987,11,9,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1151749,1137293,14034,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,37361815,19703919,17255413,402483,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,5047,34265,2928,42240,32,116,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11440,11436,4,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,1364217,755576,600415,8226,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,63,279,20,362,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1862641,1835641,26140,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,31730795,17329870,13959970,440955,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,3194,21607,1919,26720,174,251,0,,,1332900000,Delhi,19814000
9,Goa,245187,241256,3830,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,2654340,1393503,1229523,31314,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,99,415,18,532,13,19,0,,,1332900000,Goa,1540000
10,Gujarat,1223515,1212011,10938,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,103905314,52106575,49633696,2165043,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,12655,57839,9034,79528,40,82,0,,,1332900000,Gujarat,67936000
11,Haryana,983786,972342,10585,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,41373438,22893803,18230263,249372,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,3201,17584,1097,21882,158,172,1,,,1332900000,Haryana,28672000
12,Himachal Pradesh,284030,279451,4125,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,12443691,6324902,5933865,184924,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,560,2194,1000,3754,71,78,1,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,453403,448373,4749,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,21673233,10757825,10609623,305785,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,1529,15313,2174,19016,21,33,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,434901,429285,5315,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,37463772,22332319,14893552,237901,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,8787,37291,1052,47130,65,94,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3943506,3900688,40016,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,101918323,52193519,48463044,1261760,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,5455,98239,6403,110097,181,260,3,,,1332900000,Karnataka,65798000
16,Kerala,6519125,6441033,66762,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,52934826,28119150,23858738,956938,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,3345,29011,4515,36871,1175,1612,73,,,1332900000,Kerala,35125000
17,Ladakh,28160,27863,228,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,447199,227426,188507,31266,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,15,126,169,310,7,13,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11402,11348,52,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,119159,59523,57119,2517,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,0,10,1,11,1,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,7870627,7719949,143750,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,157488546,87525868,68347520,1615158,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,18246,153259,9154,180659,318,355,1,,,1332900000,Maharashtra,122153000
20,Manipur,136962,134747,2116,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,2747779,1521621,1163358,62800,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,1117,2885,348,4350,15,10,0,,,1332900000,Manipur,3103000
21,Meghalaya,93660,91954,1587,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,2376744,1366179,981977,28588,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,585,1581,138,2304,11,4,0,,,1332900000,Meghalaya,3224000
22,Mizoram,220429,216330,668,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,1504648,825446,654256,24946,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,365,752,134,1251,403,530,2,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1040563,1029080,10733,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,114249212,58007205,55331950,910057,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,2440,38765,2118,43323,81,179,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35445,34623,757,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,1559786,876279,660702,22805,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,301,695,70,1066,2,4,0,,,1332900000,Nagaland,2150000
25,Odisha,1286457,1276402,9105,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,61881336,32902394,28142998,835944,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,11197,62794,3375,77366,104,117,2,,,1332900000,Odisha,43671000
26,Puducherry,165757,163774,1962,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,1603832,933047,657906,12879,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,123,1278,34,1435,0,6,0,,,1332900000,Puducherry,1504000
27,Punjab,758643,740646,17723,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,39882851,22764677,16705268,412906,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,14018,46458,1625,62101,41,72,0,,,1332900000,Punjab,29859000
28,Rajasthan,1282066,1271226,9548,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,99834214,53939656,44530572,1363986,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,14407,94362,9419,118188,163,144,0,,,1332900000,Rajasthan,77264000
29,Sikkim,39102,38631,445,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,1112002,563661,518066,30275,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,37,254,132,423,2,2,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3451710,3412226,38023,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,99875854,55969907,43299832,606115,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,16400,66557,1552,84509,112,327,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,790224,784972,4111,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,59262787,30933959,27828613,500215,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,5063,100239,2544,107846,90,172,0,,,1332900000,Telangana,37220000
32,Tripura,100869,99946,919,2022-03-12,TT,42987875,515803,42431513,2022-03-12 12:17:25.826552,777758414,2022-03-11 00:00:00,863604,1798257969,968457635,809898339,19901995,5122185,2766987,2287971,67227,https://www.icmr.gov.in/,3614,89,5185,90351,1649991,214756,1955098,43,285,78,406,0,2,0,,,1332900000,Tripura,3992000
