,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,991264,347616,353285,290363,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340668,2325929,14733,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,110957009,44704297,47578753,18673959,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,6,1,0,7,1,4,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,67022,66707,296,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,1924584,961348,821819,141417,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,0,0,0,0,1,3,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746138,738084,8035,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,50335778,24813013,22150254,3372511,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,855115,842677,12314,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,157287372,73485138,67912133,15890101,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,7,13,139,159,12,18,0,,,1332900000,Bihar,119520000
5,Chandigarh,100674,99478,1185,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,2291199,1185671,991038,114490,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,0,2,5,7,1,2,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1187567,1173239,14188,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,49167780,21267776,20343733,7556271,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,0,3,0,3,21,37,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,1579870,782350,636961,160559,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2040618,2013893,26658,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,37407578,18297204,15717153,3393221,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,10,5,6,21,10,37,0,,,1332900000,Delhi,19814000
9,Goa,263082,258932,4014,2023-05-25,TT,44988426,531854,44450404,2023-06-10 04:11:27.261911,929823259,2023-05-24 00:00:00,123395,2206675951,1027407638,951973940,227294373,2874475,1440045,1295735,138695,https://www.icmr.gov.in/,535,5,953,1078,372,168,1618,0,0,0,0,16,24,0,,,1332900000,Goa,1540000
