"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","0","41149","0","40760","20","0","369","0"
"","2","Ballari","22","117039","17","115064","192","2","1781","2"
"","3","Belagavi","11","101518","9","100438","72","0","1006","2"
"","4","Bengaluru Rural","25","80149","0","79116","123","0","910","0"
"","5","Bengaluru urban","429","1863210","646","1841317","4911","0","16981","1"
"","6","Bidar","0","30020","1","29592","4","0","420","4"
"","7","Chamarajanagara","30","44140","15","43514","88","0","527","11"
"","8","Chikkaballapura","15","55970","0","55450","57","0","462","1"
"","9","Chikkamagaluru","5","57802","16","57302","93","0","407","0"
"","10","Chitradurga","2","46523","3","46262","21","0","240","0"
"","11","Dakshina 
Kannada","20","136641","11","134682","100","0","1849","10"
"","12","Davanagere","1","58089","1","57423","40","0","626","0"
"","13","Dharwada","15","85960","17","84462","89","1","1402","7"
"","14","Gadag","1","30678","1","30339","1","0","338","0"
"","15","Hassana","51","145298","43","143771","217","0","1308","2"
"","16","Haveri","4","27125","1","26431","20","0","674","0"
"","17","Kalaburagi","6","77367","22","76396","86","0","885","0"
"","18","Kodagu","18","50022","27","49498","171","0","352","1"
"","19","Kolara","42","63875","29","63088","120","0","667","0"
"","20","Koppala","4","41537","0","40979","15","0","543","0"
"","21  Mandya","","9","102218","0","101432","75","0","711","0"
"","22  Mysuru","","77","232663","54","229502","597","0","2564","0"
"","23","Raichuru","17","46150","9","45678","103","0","369","0"
"","24","Ramanagara","29","30389","34","29870","172","0","347","0"
"","25","Shivamogga","46","84154","18","82799","219","1","1135","1"
"","26","Tumakuru","28","160647","0","159321","106","0","1220","0"
"","27","Udupi","8","96097","9","95501","49","0","547","0"
"","28","Uttara Kannada","13","71751","1","70869","67","1","815","0"
"","29","Vijayapura","1","41176","3","40635","19","0","522","0"
"","30","Yadagiri","0","30018","0","29794","12","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","929","4049411","987","4001318","7859","5","40192","42"
"*
     
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 28-08-2022 
Page 5 of 9","","","","","","","","","",""
