,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10751,10622,129,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,991263,347616,353284,290363,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339261,2324424,14733,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,110956817,44704210,47578706,18673901,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,4,4,4,12,7,17,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66595,296,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,1924582,961348,821819,141415,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746104,738065,8035,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,50335776,24813012,22150253,3372511,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851499,839151,12303,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,157282982,73484927,67912001,15886054,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,20,5,25,3,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,99548,98245,1183,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,2290731,1185611,990929,114191,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,6,20,11,37,15,5,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177995,1163693,14147,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,49167599,21267673,20343674,7556252,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,2,8,10,47,5,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,1579860,782346,636958,160556,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,1,0,1,2,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2011034,1983096,26532,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,37405453,18296482,15716601,3392370,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,15,43,90,148,293,280,2,,,1332900000,Delhi,19814000
9,Goa,260234,255507,4014,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,2874457,1440043,1295733,138681,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,1,5,6,65,32,0,,,1332900000,Goa,1540000
10,Gujarat,1283106,1269837,11055,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,128102296,54397635,54031990,19672671,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,27,21,68,116,231,349,0,,,1332900000,Gujarat,67936000
11,Haryana,1058159,1046659,10715,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,45543555,23681265,19848769,2013521,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,4,21,54,79,152,114,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,315025,309429,4217,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,15325465,6646547,6328308,2350610,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,1,0,3,4,318,157,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479800,474848,4786,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,24782125,11372577,11768112,1641436,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,1,4,1,6,40,21,1,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,442642,437273,5332,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,43867500,23968629,17857234,2041637,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,4,113,44,161,6,1,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4078095,4036398,40325,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,122147547,55174178,55391116,11582253,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,7,18,52,77,175,213,0,,,1332900000,Karnataka,65798000
16,Kerala,6839529,6761669,71631,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,57507712,29150669,25271492,3085551,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,27,125,111,263,964,369,2,,,1332900000,Kerala,35125000
17,Ladakh,29461,29202,231,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,567133,238303,204114,124716,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11415,11363,52,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,145280,61813,60523,22944,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8145590,7993613,148445,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,177956848,91671228,76626443,9659177,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,52,106,239,397,248,203,1,,,1332900000,Maharashtra,122153000
20,Manipur,139927,137775,2149,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,3269104,1649469,1339219,280416,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,1,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,96793,95166,1625,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,2625670,1446863,1087785,91022,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,1,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,238970,238243,726,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,1793298,894318,750177,148803,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1055173,1044295,10777,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,133937262,60749266,59232028,13955968,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,2,2,4,26,7,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35988,35206,782,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,1739799,923954,744946,70899,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1337060,1327610,9205,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,81545475,35250741,33012101,13282633,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,1,1,1,3,53,18,0,,,1332900000,Odisha,43671000
26,Puducherry,176099,174039,1976,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,2274059,994613,868099,411347,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,3,1,0,,,1332900000,Puducherry,1504000
27,Punjab,785142,765480,19293,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,47048590,24162395,20995818,1890377,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,12,47,26,85,40,45,2,,,1332900000,Punjab,29859000
28,Rajasthan,1316163,1306311,9663,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,115718103,57035023,51038228,7644852,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,1,4,15,20,17,47,0,,,1332900000,Rajasthan,77264000
29,Sikkim,44360,43840,500,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,1360477,591877,554656,213944,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,12,12,1,2,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3597304,3558261,38050,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,127530001,61215130,57220523,9094348,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,14,46,52,112,186,102,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,842559,838305,4111,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,77554843,32447499,31559620,13547724,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,15,35,25,75,20,21,0,,,1332900000,Telangana,37220000
32,Tripura,108034,107094,940,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,5918997,2916816,2523858,478323,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,0,0,0,0,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2129217,2105024,23650,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,392006115,176998870,168969262,46037983,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,18,24,59,101,91,34,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,449701,441887,7756,2023-04-04,TT,44729284,530901,44177204,2023-04-07 00:58:16.575444,922033777,2023-04-03 00:00:00,164740,2206587508,1027400660,951962111,227224737,20143354,9118599,8733034,2291721,https://www.icmr.gov.in/,3038,9,2069,1064,952,542,2558,1,3,1,5,30,19,1,,,1332900000,Uttarakhand,11141000
