"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","4","9","0","2003","16","23","0"
"East Jaintia Hills","3","5","1","2563","33","23","0"
"East Khasi Hills","56","94","1","46696","1055","424","107"
"Eastern West Khasi Hills","3","6","0","116","5","37","3"
"North Garo Hills","4","5","0","1814","9","30","1"
"Ri-Bhoi","13","17","0","10201","96","123","3"
"South Garo Hills","5","9","0","1321","12","19","1"
"South West Garo Hills","5","13","0","2049","18","29","1"
"South West Khasi Hills","3","6","0","2662","19","47","0"
"West Garo Hills","16","53","0","10535","77","224","9"
"West Jaintia Hills","11","13","0","7077","139","95","8"
"West Khasi Hills","2","3","0","5609","75","24","0"
"Total","125","233","2","92646","1554","1098","133"
