,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-09-28,TN,Ariyalur,,,,20248,267,19963,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
1,2022-09-28,TN,Chengalpattu,,,,252526,2660,249432,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
2,2022-09-28,TN,Chennai,,,,790286,9070,778827,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
3,2022-09-28,TN,Coimbatore,,,,340312,2618,337363,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
4,2022-09-28,TN,Cuddalore,,,,75809,896,74845,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
5,2022-09-28,TN,Dharmapuri,,,,36819,283,36519,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
6,2022-09-28,TN,Dindigul,,,,39006,665,38267,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
7,2022-09-28,TN,Erode,,,,136241,734,135322,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
8,2022-09-28,TN,Kallakurichi,,,,36935,215,36709,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
9,2022-09-28,TN,Kancheepuram,,,,98077,1303,96723,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
10,2022-09-28,TN,Kanyakumari,,,,89964,1086,88656,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
11,2022-09-28,TN,Karur,,,,30252,372,29857,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
12,2022-09-28,TN,Krishnagiri,,,,62222,372,61663,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
13,2022-09-28,TN,Madurai,,,,93094,1236,91782,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
14,2022-09-28,TN,Mayiladuthurai,,,,27386,330,26992,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
15,2022-09-28,TN,Nagapattinam,,,,25988,375,25596,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
16,2022-09-28,TN,Namakkal,,,,69726,534,69136,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
17,2022-09-28,TN,Nilgiris,,,,42857,226,42581,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
18,2022-09-28,TN,Perambalur,,,,14915,249,14627,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
19,2022-09-28,TN,Pudukkottai,,,,35242,426,34789,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
20,2022-09-28,TN,Ramanathapuram,,,,24999,368,24619,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
21,2022-09-28,TN,Ranipet,,,,56446,787,55594,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
22,2022-09-28,TN,Salem,,,,131546,1764,129622,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
23,2022-09-28,TN,Sivaganga,,,,25113,219,24843,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
24,2022-09-28,TN,Tenkasi,,,,33904,490,33372,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
25,2022-09-28,TN,Thanjavur,,,,93504,1041,92415,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
26,2022-09-28,TN,Theni,,,,51844,533,51284,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
27,2022-09-28,TN,Tirupathur,,,,36083,633,35447,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
28,2022-09-28,TN,Thiruvallur,,,,153297,1942,151262,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
29,2022-09-28,TN,Tiruvannamalai,,,,68331,685,67615,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
30,2022-09-28,TN,Thiruvarur,,,,48967,473,48483,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
31,2022-09-28,TN,Thoothukkudi,,,,67225,448,66701,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
32,2022-09-28,TN,Tirunelveli,,,,65970,445,65419,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
33,2022-09-28,TN,Tiruppur,,,,132068,1053,130919,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
34,2022-09-28,TN,Tiruchirappalli,,,,98036,1161,96757,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
35,2022-09-28,TN,Vellore,,,,58099,1163,56897,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
36,2022-09-28,TN,Viluppuram,,,,56281,367,55872,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
37,2022-09-28,TN,Virudhunagar,,,,59445,555,58753,,2022-09-30T13:25:40.056732+05:30,,,,3582051,38046,3538507,69394754,0,0
