,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-06-13,TT,Andaman and Nicobar Islands,,,,10056,129,9922,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
1,2022-06-13,TT,Andhra Pradesh,,,,2320121,14731,2305254,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
2,2022-06-13,TT,Arunachal Pradesh,,,,64509,296,64212,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
3,2022-06-13,TT,Assam,,,,724252,7986,716246,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
4,2022-06-13,TT,Bihar,,,,830951,12256,818579,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
5,2022-06-13,TT,Chandigarh,,,,92735,1165,91374,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
6,2022-06-13,TT,Chhattisgarh,,,,1152636,14035,1138465,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
7,2022-06-13,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11441,4,11437,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
8,2022-06-13,TT,Delhi,,,,1912798,26221,1884135,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
9,2022-06-13,TT,Goa,,,,246464,3832,242159,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
10,2022-06-13,TT,Gujarat,,,,1226252,10945,1214529,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
11,2022-06-13,TT,Haryana,,,,1005663,10621,993425,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
12,2022-06-13,TT,Himachal Pradesh,,,,285255,4136,280976,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
13,2022-06-13,TT,Jammu and Kashmir,,,,454348,4752,449508,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
14,2022-06-13,TT,Jharkhand,,,,435408,5319,430038,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
15,2022-06-13,TT,Karnataka,,,,3956334,40108,3912575,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
16,2022-06-13,TT,Kerala,,,,6578456,69835,6493258,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
17,2022-06-13,TT,Ladakh,,,,28288,228,28043,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
18,2022-06-13,TT,Lakshadweep,,,,11402,52,11350,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
19,2022-06-13,TT,Maharashtra,,,,7910577,147870,7746337,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
20,2022-06-13,TT,Manipur,,,,137243,2120,135121,,,2022-06-13 19:01:13.042758,,,,43230101,524771,42657335,855108879,1951981150
