"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20210","19933","10","267"
"2","Chengalpattu","251318","248405","255","2658"
"3","Chennai","787538","776270","2199","9069"
"4","Coimbatore","338910","335805","487","2618"
"5","Cuddalore","75607","74614","98","895"
"6","Dharmapuri","36750","36441","26","283"
"7","Dindigul","38712","37986","61","665"
"8","Erode","135678","134692","252","734"
"9","Kallakurichi","36913","36695","3","215"
"10","Kancheepuram","97769","96444","23","1302"
"11","Kanyakumari","89240","87964","191","1085"
"12","Karur","30164","29768","24","372"
"13","Krishnagiri","61760","61187","202","371"
"14","Madurai","92884","91619","29","1236"
"15","Mayiladuthurai","27260","26866","64","330"
"16","Nagapattinam","25905","25512","18","375"
"17","Namakkal","69496","68885","77","534"
"18","Nilgiris","42738","42487","25","226"
"19","Perambalur","14887","14612","26","249"
"20","Pudukottai","35157","34711","20","426"
"21","Ramanathapuram","24980","24598","14","368"
"22","Ranipet","56045","55234","24","787"
"23","Salem","130965","128942","260","1763"
"24","Sivagangai","24974","24719","36","219"
"25","Tenkasi","33810","33310","10","490"
"26","Thanjavur","93388","92312","35","1041"
"27","Theni","51787","51228","26","533"
"28","Thirupathur","36026","35360","33","633"
"29","Thiruvallur","152852","150868","44","1940"
"30","Thiruvannamalai","68149","67447","17","685"
"31","Thiruvarur","48919","48416","30","473"
"32","Thoothukudi","67043","66562","33","448"
"33","Tirunelveli","65673","65158","70","445"
"34","Tiruppur","131649","130473","124","1052"
"35","Trichy","97713","96475","77","1161"
"36","Vellore","58001","56785","53","1163"
"37","Villupuram","56111","55691","53","367"
"38","Virudhunagar","59178","58565","58","555"
"39","Airport Surveillance 
(International)","1389","1385","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1162","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,69,142","35,26,014","5,093","38,035"
