"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","853","404","233451","4","12237","245688","1331"
"Bageshwar","589","613","207403","0","5766","213169","715"
"Chamoli","727","577","286856","0","12250","299106","757"
"Champawat","1683","1666","245644","1","7616","253260","1270"
"Dehradun","2200","2798","1893347","7","112638","2005985","267"
"Haridwar","4767","5342","2135324","1","51566","2186890","1640"
"Nainital","1593","1728","552441","2","39329","591770","298"
"Pauri Garhwal","1035","887","394536","0","17731","412267","649"
"Pithoragarh","780","939","219002","2","10273","229275","1072"
"Rudraprayag","496","340","194020","0","8805","202825","1112"
"Tehri Garhwal","437","437","299133","0","15840","314973","808"
"US Nagar","3822","3227","916812","9","37900","954712","1275"
"Uttarkashi","365","522","337383","0","12562","349945","510"
"Total","19347","19480","7915352","26","344513","8259865","11704"
