,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10747,10613,129,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,991263,347616,353284,290363,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339071,2324334,14733,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,110559901,44702157,47572259,18285485,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,34,14,516,564,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66594,296,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,1911883,960329,820469,131085,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,0,0,1,1,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,50286357,24811488,22131756,3343113,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,17,50,63,130,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851404,839088,12303,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,157213259,73470391,67885116,15857752,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,318,555,677,1550,2,2,1,,,1332900000,Bihar,119520000
5,Chandigarh,99353,98167,1181,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,2282938,1185102,985856,111980,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,9,19,57,85,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177759,1163606,14146,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,49165986,21267393,20343263,7555330,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,24,34,220,278,0,3,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,1579106,782266,636851,159989,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,3,7,60,70,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007257,1980706,26521,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,37374225,18292399,15709684,3372142,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,142,113,673,928,7,7,0,,,1332900000,Delhi,19814000
9,Goa,259088,255067,4013,2023-01-06,TT,44679547,530714,44146330,2023-01-06 12:00:04.196881,911762448,2023-01-05 00:00:00,199731,2201253326,1027220562,951253159,222779605,2872970,1439851,1295391,137728,https://www.icmr.gov.in/,228,4,275,30564,8830,3420,42814,2,6,21,29,2,3,0,,,1332900000,Goa,1540000
