"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19562","18349","948","265"
"2","Chengalpattu","229328","215359","11339","2630"
"3","Chennai","738513","702357","27179","8977"
"4","Coimbatore","319723","297214","19931","2578"
"5","Cuddalore","73303","69950","2465","888"
"6","Dharmapuri","35470","32843","2345","282"
"7","Dindigul","37044","34821","1564","659"
"8","Erode","129329","120573","8031","725"
"9","Kallakurichi","36236","34471","1553","212"
"10","Kancheepuram","92823","87757","3778","1288"
"11","Kanyakumari","84441","77055","6306","1080"
"12","Karur","29091","27024","1697","370"
"13","Krishnagiri","58535","52933","5233","369"
"14","Madurai","90212","85839","3154","1219"
"15","Mayiladuthurai","26191","24894","975","322"
"16","Nagapattinam","24961","23275","1317","369"
"17","Namakkal","66270","61017","4725","528"
"18","Nilgiris","40908","38554","2130","224"
"19","Perambalur","14304","13574","482","248"
"20","Pudukottai","33952","32113","1416","423"
"21","Ramanathapuram","24362","22936","1060","366"
"22","Ranipet","53120","49641","2694","785"
"23","Salem","124251","114452","8051","1748"
"24","Sivagangai","23271","22180","875","216"
"25","Tenkasi","32543","30220","1833","490"
"26","Thanjavur","90898","85131","4737","1030"
"27","Theni","50245","47556","2160","529"
"28","Thirupathur","35353","32756","1966","631"
"29","Thiruvallur","144879","138406","4558","1915"
"30","Thiruvannamalai","65918","61935","3302","681"
"31","Thiruvarur","47145","44758","1919","468"
"32","Thoothukudi","64476","62131","1906","439"
"33","Tirunelveli","61982","58315","3223","444"
"34","Tiruppur","125746","113122","11582","1042"
"35","Trichy","93274","88163","3966","1145"
"36","Vellore","56834","54778","894","1162"
"37","Villupuram","53863","50692","2806","365"
"38","Virudhunagar","56206","52896","2758","552"
"39","Airport Surveillance 
(International)","1228","1207","20","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","33,87,322","31,82,778","1,66,878","37,666"
