"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","257","428","224321","0","12213","236534","388"
"Bageshwar","397","30","198634","0","5764","204398","737"
"Chamoli","556","655","275435","0","12245","287680","468"
"Champawat","536","280","227759","0","7605","235364","900"
"Dehradun","3747","3890","1827010","3","112442","1939452","937"
"Haridwar","2243","2149","2044740","4","51519","2096259","420"
"Nainital","1155","1160","522702","0","39246","561948","637"
"Pauri Garhwal","730","289","372755","0","17689","390444","998"
"Pithoragarh","277","368","208353","0","10263","218616","383"
"Rudraprayag","148","203","185796","0","8801","194597","332"
"Tehri Garhwal","319","291","291639","1","15837","307476","361"
"US Nagar","1022","614","880277","0","37877","918154","1194"
"Uttarkashi","360","278","328338","0","12557","340895","407"
"Total","11747","10635","7587759","8","344058","7931817","8162"
