"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2053","18","2","0"
"East Jaintia Hills","0","1","0","2628","38","0","0"
"East Khasi Hills","11","12","0","47314","1075","62","21"
"Eastern West Khasi Hills","0","0","0","142","8","0","0"
"North Garo Hills","0","0","0","1883","9","2","0"
"Ri-Bhoi","3","3","0","10389","99","18","2"
"South Garo Hills","0","0","0","1344","13","1","0"
"South West Garo Hills","1","0","0","2101","20","5","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","20","3","0","10891","80","102","3"
"West Jaintia Hills","2","1","0","7202","139","6","0"
"West Khasi Hills","0","0","0","5657","76","2","0"
"Total","38","20","0","94305","1595","200","26"
