,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-07-17,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
1,2023-07-17,TT,Andhra Pradesh,,,,2340673,14733,2325940,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
2,2023-07-17,TT,Arunachal Pradesh,,,,67049,296,66753,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
3,2023-07-17,TT,Assam,,,,746150,8035,738113,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
4,2023-07-17,TT,Bihar,,,,855260,12314,842945,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
5,2023-07-17,TT,Chandigarh,,,,100691,1185,99506,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
6,2023-07-17,TT,Chhattisgarh,,,,1187689,14190,1173496,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
7,2023-07-17,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
8,2023-07-17,TT,Delhi,,,,2040808,26665,2014137,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
9,2023-07-17,TT,Goa,,,,263316,4014,259300,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
10,2023-07-17,TT,Gujarat,,,,1291360,11079,1280273,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
11,2023-07-17,TT,Haryana,,,,1078880,10754,1068101,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
12,2023-07-17,TT,Himachal Pradesh,,,,322844,4241,318598,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
13,2023-07-17,TT,Jammu and Kashmir,,,,482019,4792,477225,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
14,2023-07-17,TT,Jharkhand,,,,443824,5334,438490,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
15,2023-07-17,TT,Karnataka,,,,4088669,40357,4048297,,,2023-07-17 11:55:24.198888,,,,44994921,531915,44461565,933263047,2206747763
