"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2042","17","10","3"
"East Jaintia Hills","0","0","0","2604","37","7","0"
"East Khasi Hills","3","0","0","47029","1073","32","18"
"Eastern West Khasi Hills","0","0","0","141","8","2","0"
"North Garo Hills","0","2","0","1876","9","12","0"
"Ri-Bhoi","0","2","0","10294","97","29","2"
"South Garo Hills","0","0","0","1336","12","2","1"
"South West Garo Hills","0","0","0","2087","20","3","0"
"South West Khasi Hills","0","0","0","2692","19","3","0"
"West Garo Hills","1","2","0","10694","79","12","1"
"West Jaintia Hills","0","0","0","7167","139","18","4"
"West Khasi Hills","0","1","0","5639","75","10","0"
"Total","4","7","0","93601","1585","140","29"
