"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","1","0","2053","18","1","0"
"East Jaintia Hills","0","0","0","2628","38","0","0"
"East Khasi Hills","22","8","0","47340","1075","76","30"
"Eastern West Khasi Hills","0","0","0","142","8","0","0"
"North Garo Hills","2","0","0","1885","9","4","0"
"Ri-Bhoi","12","3","0","10412","99","33","8"
"South Garo Hills","3","0","0","1347","13","4","0"
"South West Garo Hills","1","1","0","2103","20","6","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","34","4","0","10938","80","140","4"
"West Jaintia Hills","0","1","0","7203","139","6","0"
"West Khasi Hills","0","0","0","5657","76","2","0"
"Total","74","18","0","94409","1595","272","42"
