,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Ariyalur,5,0,3,,1043,903,0,30.0,0.0,35.0,,15746.0,25644.0,752481,,,,16866,261,16557,,479991,163704,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
1,1,1,1,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Chengalpattu,84,0,89,,422,788,0,606.0,9.0,660.0,,22806.0,32716.0,2556244,,,,172033,2512,168608,,1340324,609040,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
2,2,2,2,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Chennai,100,3,127,,1110,3340,0,793.0,19.0,983.0,,50212.0,120974.0,7100000,,,,554981,8557,545100,,4924380,2872207,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
3,3,3,3,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Coimbatore,110,0,125,,375,1784,0,823.0,13.0,917.0,,17325.0,68738.0,3472578,,,,247121,2420,243455,,2719475,1214547,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
4,4,4,4,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Cuddalore,19,0,22,,1771,4000,0,123.0,0.0,135.0,,44996.0,100174.0,2600880,,,,64135,867,63064,,1537703,665140,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
5,5,5,5,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Dharmapuri,17,1,25,,556,1572,0,102.0,3.0,157.0,,11440.0,24168.0,1502900,,,,28471,276,28020,,772288,283445,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
6,6,6,6,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Dindigul,3,1,11,,362,559,0,40.0,2.0,61.0,,14087.0,50662.0,2161367,,,,33110,647,32381,,1237594,496785,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
7,7,7,7,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Erode,65,0,78,,340,1877,0,489.0,5.0,615.0,,13057.0,40678.0,2259608,,,,104506,687,103085,,1372712,559444,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
8,8,8,8,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Kallakurichi,11,0,8,,573,2013,0,84.0,0.0,116.0,,20478.0,42241.0,1370281,,,,31400,210,31093,,699792,308206,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
9,9,9,9,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Kancheepuram,28,0,24,,407,787,0,215.0,1.0,231.0,,11485.0,20140.0,1166401,,,,75059,1258,73468,,665517,254627,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
10,10,10,10,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Kanyakumari,18,1,21,,799,2270,0,126.0,2.0,101.0,,16190.0,48845.0,1863178,,,,62419,1050,61166,,1103103,457094,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
11,11,11,11,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Karur,24,0,19,,84,626,0,149.0,1.0,102.0,,4905.0,28299.0,1076588,,,,24161,357,23577,,626535,292388,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
12,12,12,12,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Krishnagiri,16,1,10,,407,835,0,122.0,2.0,132.0,,13757.0,32280.0,1883731,,,,43618,349,43075,,1042187,411622,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
13,13,13,13,2021-11-03,TN,962,19,1078,115237,19314,44166,0,7055.0,116.0,8215.0,844284.0,668597.0,1382445.0,Madurai,10,2,17,,195,588,0,92.0,3.0,145.0,,23116.0,38114.0,3991038,,,,75247,1175,73921,,1502129,587351,2021-11-03T23:36:33.410914+05:30,75695000,2021-11-03T23:36:33.410914+05:30,,,2705548,36176,2658360,51509851,41376734,17821346,0,0,0,0,0
