,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Anantapur,4,0,6,,8610,17972,0,39.0,0.0,42.0,,65992.0,112821.0,4083315,,,,157858,1093,156718,,2709694,1644909,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
1,1,1,1,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Chittoor,68,0,84,,6625,22588,0,438.0,3.0,640.0,,47137.0,112508.0,4170468,,,,247084,1948,244437,,2848814,1850129,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
2,2,2,2,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,East Godavari,44,0,40,,3193,19410,0,478.0,0.0,507.0,,27355.0,168908.0,5151549,,,,293965,1290,291794,,3543798,2061935,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
3,3,3,3,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Guntur,37,2,9,,20277,26015,0,248.0,4.0,428.0,,162509.0,118528.0,4889230,,,,178172,1241,176683,,3470365,1931058,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
4,4,4,4,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Krishna,47,1,99,,10498,32767,0,291.0,7.0,415.0,,59140.0,205736.0,4529009,,,,119445,1433,117320,,2998385,1995102,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
5,5,5,5,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Kurnool,0,0,0,,9359,22184,0,19.0,0.0,25.0,,81782.0,59715.0,4046601,,,,124142,853,123270,,2687069,1317072,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
6,6,6,6,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Other Countries,0,0,0,,0,0,0,,,,,,,0,,,,434,0,434,,0,0,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
7,7,7,7,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Other States,0,0,0,,0,0,0,,,,,,,0,,,,2461,0,2461,,0,0,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
8,8,8,8,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,Prakasam,17,0,30,,20972,20135,0,79.0,2.0,251.0,,100439.0,88935.0,3392764,,,,138518,1126,137081,,2349656,1548838,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
9,9,9,9,2021-11-03,AP,326,4,466,0,124116,261619,0,2401.0,22.0,3258.0,212371.0,809667.0,1443918.0,S.P.S. Nellore,45,0,40,,15123,13493,0,177.0,2.0,218.0,,74861.0,96041.0,2966082,,,,146467,1053,145027,,2169273,1437182,2021-11-03 18:05:46.979386,52221000,,,,2067255,14386,2048971,29577756,33221040,20890428,0,0,0,0,0
