,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
10,10,10,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Gondia,0,0,0,,426,1420,0,0,2.0,0.0,3.0,,6016.0,18330.0,0,1322331,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40519,569,39941,,891198,477464,0,7,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,7.0
11,11,11,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Hingoli,0,0,0,,3065,1286,0,0,1.0,0.0,1.0,,30752.0,11088.0,0,1178973,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,18476,506,17949,,546759,204597,0,1,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,1.0
12,12,12,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Jalgaon,1,0,3,,1960,1361,0,0,6.0,0.0,12.0,,25599.0,15549.0,0,4224442,,,32 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,139939,2714,137185,,2093393,705026,0,32,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,32.0
13,13,13,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Jalna,5,0,0,,371,259,0,0,18.0,0.0,12.0,,63707.0,21689.0,0,1958483,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60622,1209,59387,,1094651,419827,0,1,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,1.0
14,14,14,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Kolhapur,9,0,7,,617,1294,0,0,64.0,1.0,80.0,,9631.0,15206.0,0,3874015,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,206701,5847,200724,,2538709,1047451,0,5,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,5.0
15,15,15,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Latur,8,0,60,,4376,2170,0,0,43.0,2.0,60.0,,60367.0,25685.0,0,2455543,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,92146,2437,89668,,1199680,516021,0,6,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,6.0
16,16,16,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Mumbai,319,5,378,,8644,21403,0,0,2071.0,30.0,2841.0,,83854.0,192212.0,0,12442373,,,2516 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,757551,16259,734590,,9149921,5643977,0,2516,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,2516.0
17,17,17,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Nagpur,4,0,35,,3495,4833,0,0,38.0,0.0,80.0,,42696.0,52711.0,0,4653171,,,71 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,493621,9128,484386,,3020424,1479310,0,71,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,71.0
18,18,18,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Nanded,3,0,2,,7035,3676,0,0,23.0,0.0,18.0,,115510.0,38705.0,0,3356566,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,90416,2658,87727,,1598678,575537,0,7,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,7.0
19,19,19,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Nandurbar,0,0,1,,23473,9784,0,0,3.0,0.0,2.0,,54303.0,26564.0,0,1646177,,,3 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40007,948,39055,,767748,362780,0,3,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,3.0
20,20,20,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Nashik,62,0,48,,8452,3462,0,0,434.0,6.0,289.0,,110961.0,43619.0,0,6109052,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,410844,8680,401580,,3512159,1315930,0,1,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,1.0
21,21,21,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Osmanabad,7,2,67,,4759,1159,0,0,91.0,4.0,108.0,,42410.0,10702.0,0,1660311,,,116 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,67856,1967,65647,,821736,312776,0,116,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,116.0
22,22,22,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Other State,0,0,0,,0,0,0,0,0.0,0.0,0.0,,,,0,0,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,144,111,31,,0,0,0,2,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,2.0
23,23,23,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Palghar,30,0,128,,1685,3367,0,0,180.0,7.0,384.0,,23767.0,36108.0,0,2990116,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,138082,3289,134500,,1877698,694512,0,14,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,14.0
24,24,24,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Parbhani,2,0,2,,4324,1817,0,0,18.0,0.0,8.0,,42893.0,17822.0,0,1835982,,,19 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,52371,1233,51082,,922342,384868,0,19,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,19.0
25,25,25,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Pune,270,1,279,,3005,7356,0,0,1480.0,29.0,2241.0,,58917.0,96920.0,0,9426959,,,349 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,1155422,19608,1132271,,7855782,4292122,0,349,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,349.0
26,26,26,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Raigad,59,1,24,,1837,3046,0,0,275.0,7.0,235.0,,14746.0,25854.0,0,2635394,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,196087,4553,190855,,1865355,784741,0,7,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,7.0
27,27,27,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Ratnagiri,8,3,14,,652,809,0,0,79.0,7.0,139.0,,7926.0,6482.0,0,1612672,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,78978,2484,76351,,922830,391393,0,5,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,5.0
28,28,28,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Sangli,15,0,0,,614,1315,0,0,128.0,5.0,239.0,,6563.0,11604.0,0,2820575,,,9 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,209803,5614,203764,,1812740,806757,0,9,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,9.0
29,29,29,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Satara,28,4,111,,871,2257,0,0,125.0,17.0,385.0,,11399.0,23769.0,0,3003922,,,31 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,250509,6436,243715,,1967265,874160,0,31,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,31.0
30,30,30,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Sindhudurg,12,1,48,,859,547,0,0,87.0,5.0,273.0,,3533.0,3954.0,0,848868,,,15 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,52813,1436,51151,,527006,281431,0,15,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,15.0
31,31,31,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Solapur,26,5,8,,4333,1792,0,0,220.0,14.0,336.0,,58147.0,23456.0,0,4315527,,,110 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,210562,5557,204562,,2260004,697787,0,110,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,110.0
32,32,32,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Thane,191,9,198,,6277,9285,0,0,1233.0,46.0,2948.0,,83595.0,98218.0,0,11060148,,,35 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,610589,11477,597387,,5511770,2787156,0,35,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,35.0
33,33,33,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Wardha,0,0,0,,490,822,0,0,5.0,0.0,3.0,,9873.0,9896.0,0,1296157,,,165 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,57345,1217,55956,,758978,319111,0,165,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,165.0
34,34,34,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Washim,0,0,0,,2882,1680,0,0,4.0,0.0,6.0,,25306.0,15086.0,0,1196714,,,3 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,41663,637,41021,,588364,327463,0,3,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,3.0
35,35,35,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Yavatmal,0,0,0,,7604,3158,0,0,6.0,0.0,7.0,,55333.0,21300.0,0,2775457,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,75967,1798,74160,,1233040,504208,0,4,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,4.0
