,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Ahmednagar,93,5,3,,2612,2690,0,0,747.0,26.0,825.0,,31071.0,22728.0,0,4543083,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,339771,7057,330626,,2478873,890054,0,1,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,1.0
1,1,1,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Akola,5,0,2,,2204,663,0,0,6.0,0.0,8.0,,21700.0,8144.0,0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58770,1425,57322,,769286,361404,0,4,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,4.0
2,2,2,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Amravati,0,0,0,,655,640,0,0,0.0,0.0,0.0,,16782.0,12939.0,0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96231,1594,94618,,1245536,552659,0,2,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,2.0
3,3,3,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Aurangabad,28,0,91,,2812,2163,0,0,149.0,0.0,91.0,,31350.0,23389.0,0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155397,4251,150706,,1782293,730895,0,14,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,14.0
4,4,4,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Beed,6,1,9,,5492,4134,0,0,56.0,6.0,97.0,,37013.0,25667.0,0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,103767,2809,100893,,1164614,498869,0,7,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,7.0
5,5,5,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Bhandara,0,0,0,,94,661,0,0,-1.0,0.0,0.0,,2419.0,9056.0,0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60080,1123,58945,,826290,423494,0,10,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,10.0
6,6,6,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Buldhana,0,0,0,,4916,3356,0,0,15.0,1.0,12.0,,29808.0,19926.0,0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85524,797,84714,,1150313,522051,0,6,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,6.0
7,7,7,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Chandrapur,1,2,0,,1144,1051,0,0,7.0,2.0,0.0,,11062.0,11166.0,0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,88970,1562,87387,,1338478,462703,0,4,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,4.0
8,8,8,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Dhule,1,0,1,,3592,2754,0,0,7.0,0.0,11.0,,23592.0,18584.0,0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46174,654,45508,,1019319,485488,0,11,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,11.0
9,9,9,2021-11-03,MH,1193,39,1519,103563,126413,107922,0,0,7622.0,215.0,11758.0,744544.0,1264224.0,1023124.0,0.0,Gadchiroli,0,0,0,,786,452,0,0,2.0,0.0,4.0,,11623.0,8996.0,0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30441,669,29736,,544683,234170,0,33,2022-01-23 00:08:58.627632,122153000,2022-01-23 00:08:58.628555,,3626 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6614158,140313,6455100,62947355,67657915,31368192,0,3626,3626.0,33.0
