"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2054","18","2","0"
"East Jaintia Hills","0","0","0","2628","38","0","0"
"East Khasi Hills","34","7","0","47374","1075","103","33"
"Eastern West Khasi Hills","0","0","0","142","8","0","0"
"North Garo Hills","5","2","0","1890","9","7","0"
"Ri-Bhoi","12","0","0","10424","99","45","7"
"South Garo Hills","0","0","0","1347","13","4","0"
"South West Garo Hills","8","0","0","2111","20","14","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","36","6","0","10974","80","170","3"
"West Jaintia Hills","6","1","0","7209","139","11","0"
"West Khasi Hills","0","0","0","5657","76","2","0"
"Total","102","16","0","94511","1595","358","43"
