"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4734","4257","57","4","416"
"Bageshwar","2134","2011","24","0","99"
"Chamoli","3291","3151","28","3","109"
"Champawat","1965","1912","30","1","22"
"Dehradun","36924","35346","974","190","414"
"Haridwar","13734","13286","183","27","238"
"Nainital","12284","11942","257","30","55"
"Pauri Garhwal","5415","4373","50","19","973"
"Pithoragarh","2614","2453","13","4","144"
"Rudraprayag","2855","2633","86","2","134"
"Tehri Garhwal","2551","2079","28","7","437"
"U.S. Nagar","9090","8708","73","6","303"
"Uttarkashi","1832","1614","32","6","180"
"Total","99423","93765","1835","299","3524"
