"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","56","66","67489","6","4734","72217","6"
"Bageshwar","96","84","37409","2","2134","39539","9"
"Chamoli","71","27","50597","7","3291","53886","7"
"Champawat","222","77","63909","1","1965","65871","21"
"Dehradun","618","554","397629","136","36924","434418","63"
"Haridwar","258","312","317948","20","13734","331652","22"
"Nainital","253","236","99073","53","12284","111287","19"
"Pauri Garhwal","294","282","102874","8","5415","108282","25"
"Pithoragarh","29","12","43749","4","2614","46351","2"
"Rudraprayag","129","41","29203","34","2855","32058","8"
"Tehri Garhwal","220","285","43274","11","2551","45818","15"
"US Nagar","267","139","146318","38","9090","155384","21"
"Uttarkashi","108","106","45723","11","1832","47553","8"
"Total","2621","2221","1445195","331","99423","1544316","226"
