"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","64","85","69198","6","4845","74037","0"
"Bageshwar","108","161","39336","2","2157","41489","8"
"Chamoli","100","69","51207","2","3339","54544","11"
"Champawat","100","138","64936","2","1986","66919","9"
"Dehradun","571","498","407704","25","38465","446034","33"
"Haridwar","211","175","322665","10","13993","336628","19"
"Nainital","279","219","103439","25","13059","116428","14"
"Pauri Garhwal","99","148","105965","0","5566","111524","9"
"Pithoragarh","25","62","44288","7","2715","46991","0"
"Rudraprayag","61","12","30487","1","3028","33515","0"
"Tehri Garhwal","174","120","46159","1","2600","48752","4"
"US Nagar","499","342","153641","10","9278","162895","29"
"Uttarkashi","62","10","46699","1","1904","48601","5"
"Total","2353","2039","1485724","92","102935","1588357","141"
