Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Ahmedabad,0,0,1,3892,8807,25684,0,0,0,0,0,0,0,7208200,2021-12-08 10:34:48.450099,,,238312,3411,234876,5273070,5923085,3295714,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,9218799.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Amreli,0,0,0,16,603,3766,0,0,0,0,0,0,0,1513614,2021-12-08 10:34:48.450099,,,10810,102,10708,588649,922519,516338,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,1438857.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Anand,0,0,0,1863,1798,6850,0,0,0,0,0,0,0,2090276,2021-12-08 10:34:48.450099,,,9631,49,9580,530150,1440651,895979,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,2336630.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Aravalli,0,0,0,477,133,2597,0,0,0,0,0,0,0,1051746,2021-12-08 10:34:48.450099,,,5186,78,5108,358057,716658,492757,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,1209415.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Banaskantha,0,0,0,1569,1847,6263,0,0,0,0,0,0,0,3116045,2021-12-08 10:34:48.450099,,,13631,162,13469,825172,2126259,1081179,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,3207438.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Bharuch,0,0,0,1020,2904,6460,0,0,0,0,0,0,0,1550822,2021-12-08 10:34:48.450099,,,11426,118,11308,507503,1199221,630276,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,1829497.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Bhavnagar,0,0,0,2143,3314,9361,0,0,0,0,0,0,0,2877961,2021-12-08 10:34:48.450099,,,21446,301,21143,1183067,1664245,914084,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,2578329.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Botad,0,0,0,20,154,2656,0,0,0,0,0,0,0,656005,2021-12-08 10:34:48.450099,,,2218,42,2176,252079,377457,217112,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,594569.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Chhota Udaipur,0,0,0,0,91,2579,0,0,0,0,0,0,0,1071831,2021-12-08 10:34:48.450099,,,3395,38,3357,262134,635087,402816,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,1037903.0,0
2021-10-25,GJ,16,1,20,38922,56502,230621,0,0,0,0,0,0,0,Dahod,0,0,0,171,127,4405,0,0,0,0,0,0,0,2126558,2021-12-08 10:34:48.450099,,,9955,38,9917,696027,1498553,582676,2021-12-08 10:34:48.449427,67936000,2021-12-08 10:34:48.450424,,,826272,10085,816028,30638496,44456503,24542557,68999060.0,287123.0,2081229.0,0
