Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-25,HP,Bilaspur,14272,85,14070,39738.0,322600,222210,544810,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Chamba,13669,160,13486,53505.0,363003,181825,544828,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Hamirpur,17171,283,16544,46407.0,376719,247103,623822,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Kangra,50286,1116,48494,94910.0,1180452,690730,1871182,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Kinnaur,3506,38,3459,6730.0,79594,62789,142383,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Kullu,9676,158,9482,12012.0,350543,196143,546686,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Lahaul and Spiti,2953,18,2935,540.0,31891,20657,52548,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Mandi,31496,446,30882,41895.0,774265,457449,1231714,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Shimla,27463,639,26741,32922.0,676467,381066,1057533,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Sirmaur,15455,211,15244,42564.0,422576,190117,612693,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Solan,22799,314,22454,57200.0,689982,321798,1011780,222890,3721,217495,3629753.0,5702335,3244581,8946916
2021-10-25,HP,Una,14144,253,13704,52905.0,434243,272694,706937,222890,3721,217495,3629753.0,5702335,3244581,8946916
