Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Ganjam,2,0,6,,4229,17320,0,0,0,0,0,0,0,3520151,,,,33829,477,33330,,2192208,1602932,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,3795140.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Jagatsinghpur,14,1,19,,6306,2290,0,0,0,0,0,0,0,1136604,,,,27868,316,27451,,655705,249738,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,905443.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Jajpur,8,0,22,,6725,4695,0,0,0,0,0,0,0,1826275,,,,43679,171,43410,,1063734,350537,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1414271.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Jharsuguda,1,0,2,,1610,3016,0,0,0,0,0,0,0,579499,,,,23853,176,23665,,393946,177973,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,571919.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Kalahandi,2,0,1,,6294,4158,0,0,0,0,0,0,0,1573054,,,,24301,210,24082,,889265,282010,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1171275.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Kandhamal,0,0,2,,1510,1502,0,0,0,0,0,0,0,731952,,,,11537,83,11450,,372638,139920,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,512558.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Kendrapara,11,0,23,,5596,5901,0,0,0,0,0,0,0,1439891,,,,24812,250,24516,,893130,319458,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1212588.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Kendujhar,0,0,1,,2197,4607,0,0,0,0,0,0,0,1802777,,,,20977,172,20796,,1063953,334430,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1398383.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Khordha,207,1,423,,7987,8039,0,0,0,0,0,0,0,2246341,,,,174261,1535,170707,,2036900,1460718,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,3497618.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Koraput,0,0,4,,2180,4408,0,0,0,0,0,0,0,1376934,,,,19127,78,19028,,849942,367770,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1217712.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Malkangiri,0,0,1,,726,1951,0,0,0,0,0,0,0,612727,,,,11665,46,11610,,379067,123735,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,502802.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Mayurbhanj,15,2,31,,13298,6885,0,0,0,0,0,0,0,2513895,,,,40753,281,40354,,1149281,384268,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1533549.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Nabarangapur,0,0,0,,2428,3552,0,0,0,0,0,0,0,1218762,,,,23549,84,23459,,664816,173984,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,838800.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Nayagarh,4,0,5,,1016,2788,0,0,0,0,0,0,0,962215,,,,23487,209,23242,,587483,202819,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,790302.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Nuapada,9,0,0,,602,2405,0,0,0,0,0,0,0,606490,,,,22900,84,22798,,399459,117369,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,516828.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Puri,8,0,20,,3966,5702,0,0,0,0,0,0,0,1697983,,,,45379,455,44854,,1057445,488008,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1545453.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Rayagada,2,0,4,,852,2559,0,0,0,0,0,0,0,961959,,,,20212,167,19969,,544838,170421,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,715259.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Sambalpur,17,0,29,,1486,4729,0,0,0,0,0,0,0,1044410,,,,31594,240,31231,,761515,391321,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1152836.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Subarnapur,1,0,2,,1298,4554,0,0,0,0,0,0,0,652107,,,,13184,61,13114,,411532,164853,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,576385.0,0
2021-10-25,OR,433,4,857,61935,133037,140682,0,0,0,0,0,0,0,Sundargarh,12,0,14,,4118,4042,0,0,0,0,0,0,0,2080664,,,,61797,590,61110,,1106945,471883,2021-12-08 10:34:48.608031,43671000,2021-12-08 10:34:48.608699,,,1039269,8316,1026774,21647068,25137473,10784100,35921573.0,273719.0,1578828.0,0
