Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-25,MH,Ahmednagar,338678,7017,329405,11077.0,2431962,857728,3289690,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Akola,58762,1425,57311,,738279,349858,1088137,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Amravati,96228,1594,94618,,1217578,531895,1749473,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Aurangabad,155192,4250,150549,11800.0,1733028,695048,2428076,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Beed,103686,2801,100778,111488.0,1116359,464913,1581272,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Bhandara,60080,1123,58944,54195.0,822088,408681,1230769,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Buldhana,85505,796,84698,115874.0,1108198,493152,1601350,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Chandrapur,88962,1560,87387,199809.0,1318622,444723,1763345,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Dhule,46167,654,45497,90092.0,987635,459787,1447422,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Gadchiroli,30438,669,29732,11993.0,527636,221772,749408,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Gondia,40517,569,39938,130146.0,881802,450595,1332397,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Hingoli,18475,506,17946,6797.0,501031,187266,688297,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Jalgaon,139930,2714,137169,429198.0,2054284,681813,2736097,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Jalna,60600,1209,59354,117047.0,992145,385204,1377349,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Kolhapur,206619,5845,200597,,2521394,1024330,3545724,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Latur,92095,2434,89608,,1112988,479483,1592471,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Mumbai,754770,16220,731065,2789713.0,9036490,5387904,14424394,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Nagpur,493576,9128,484295,382083.0,2958370,1402810,4361180,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Nanded,90382,2658,87700,117319.0,1440489,524848,1965337,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Nandurbar,40004,948,39053,37740.0,706623,331656,1038279,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Nashik,410265,8667,400904,498397.0,3350460,1252882,4603342,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Osmanabad,67744,1962,65423,109450.0,766735,298509,1065244,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Other State,144,111,31,,,,,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Palghar,137832,3282,133991,319724.0,1842885,646404,2489289,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Parbhani,52350,1232,51072,110937.0,866911,361342,1228253,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Pune,1153419,19576,1126571,97127.0,7773638,4155434,11929072,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Raigad,195732,4541,190493,304088.0,1843116,749440,2592556,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Ratnagiri,78860,2476,76150,,911488,382381,1293869,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Sangli,209631,5609,203420,,1801705,788136,2589841,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Satara,250287,6411,243171,312742.0,1949923,839660,2789583,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Sindhudurg,52695,1430,50793,,522139,276163,798302,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Solapur,210242,5540,204104,629266.0,2178526,662628,2841154,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Thane,609024,11419,594139,1229625.0,5395684,2654038,8049722,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Wardha,57339,1217,55952,52365.0,742819,303341,1046160,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Washim,41659,637,41015,,552283,305475,857758,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
2021-10-25,MH,Yavatmal,75961,1798,74152,141551.0,1161824,474456,1636280,6603850,140028,6437025,61978155.0,65867137,29933755,95800892
