"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","2","0","1","2042","17","10","2"
"East Jaintia Hills","0","0","0","2604","37","7","0"
"East Khasi Hills","1","4","0","47026","1073","29","19"
"Eastern West Khasi Hills","1","0","0","141","8","2","0"
"North Garo Hills","0","6","0","1876","9","14","0"
"Ri-Bhoi","3","3","1","10294","97","31","1"
"South Garo Hills","0","0","0","1336","12","2","1"
"South West Garo Hills","1","3","0","2087","20","3","0"
"South West Khasi Hills","0","0","0","2692","19","3","0"
"West Garo Hills","4","1","0","10693","79","13","1"
"West Jaintia Hills","3","0","0","7167","139","18","4"
"West Khasi Hills","0","0","0","5639","75","11","0"
"Total","15","17","2","93597","1585","143","28"
