Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-01-26,HP,Bilaspur,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,16747,92,15790,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,1
2022-01-26,HP,Chamba,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,14659,164,14216,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,2
2022-01-26,HP,Hamirpur,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,21092,311,19877,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,1
2022-01-26,HP,Kangra,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,58821,1202,55893,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,5
2022-01-26,HP,Kinnaur,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,4147,39,3741,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,0
2022-01-26,HP,Kullu,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,11312,158,10630,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,12
2022-01-26,HP,Lahaul and Spiti,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,3063,18,2999,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,0
2022-01-26,HP,Mandi,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,35920,473,34290,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,0
2022-01-26,HP,Shimla,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,33244,677,30984,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,4
2022-01-26,HP,Sirmaur,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,18537,216,17278,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,0
2022-01-26,HP,Solan,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,28843,325,26960,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,0
2022-01-26,HP,Una,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,17529,269,16144,,2022-01-26 20:00:21.569497,2022-01-26 19:00:00+05:30,https://twitter.com/nhm_hp,,263914,3944,248802,,27,2
