District,Recovered,Deceased,Active
लखनऊ,294750,2694,194
गौतम बिु नगर,102104,490,161
गाज़ियाबाद,86153,473,78
िाराणसी,97754,988,41
कानपरु नगर,91654,1923,30
हरदोई,17333,374,24
प्रयागराज,87516,1120,24
महाराजगजं,14782,146,23
जौनपरु,24417,244,20
फतहेपरु,8356,141,18
शाहजहांपरु,24421,446,17
अमरोहा,19298,208,16
अलीगढ,25516,113,15
जालौन,13897,209,14
कन्नौज,10864,126,14
लललतपरु,14897,134,13
बाराबकंी,23728,227,12
लखीमपरु-खीरी,30049,300,12
मथरुा,25649,406,12
इटावा,15787,297,11
मरेठ,88215,932,11
उन्नाव,16944,257,11
बलुदंशहर,26419,254,10
चदंौली,17572,380,10
आगरा,35994,465,9
फरु्रखाबाद,11883,197,9
झासी,44025,675,9
राय बरेली,21400,348,9
सोनभद्र,18681,257,9
देवररया,22414,230,8
गाजीपरु,23880,295,8
गोरखपरु,66000,866,8
मनैपरुी,11520,189,6
सलु्तानपरु,16895,144,6
बादा,12149,169,5
बरेली,50118,377,5
अम्बडेकर नगर,5972,167,4
चचत्रकूट,7802,79,4
क्रिरोजाबाद,10612,136,4
बस्ती,12813,337,3
भदोही,8489,166,3
गोंडा,14172,285,3
हमीरपरु,6221,102,3
