"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","1220","2211","255554","165","12809","268363","876"
"Bageshwar","780","398","220411","38","5954","226365","1125"
"Chamoli","879","484","300633","40","12490","313123","1393"
"Champawat","417","1671","279693","46","8000","287693","196"
"Dehradun","7468","5179","1966238","1030","120227","2086465","3056"
"Haridwar","8583","7277","2276785","543","54436","2331221","3758"
"Nainital","1722","1282","592948","494","42490","635438","586"
"Pauri Garhwal","1315","1404","426301","131","18658","444959","459"
"Pithoragarh","843","640","241342","58","10647","251989","1275"
"Rudraprayag","324","546","206211","52","8940","215151","475"
"Tehri Garhwal","670","930","312714","112","16215","328929","962"
"US Nagar","2980","1936","993057","429","39815","1032872","651"
"Uttarkashi","539","716","349016","62","12743","361759","745"
"Total","27740","24674","8420903","3200","363424","8784327","15557"
