TT|2023-12-12 07:55:04.960065|GetSource|ERR|File Not Found
TT|2023-12-12 09:55:04.778625|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-12-12 09:57:24.967281|ExtractFromHTML|OK|COMPLETED
TT|2023-12-12 11:55:05.407469|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-12-12 11:57:25.806368|ExtractFromHTML|OK|COMPLETED
TT|2023-12-12 13:55:05.736137|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-12-12 13:57:26.556634|ExtractFromHTML|OK|COMPLETED
TT|2023-12-12 15:55:05.287288|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-12-12 15:57:26.023477|ExtractFromHTML|OK|COMPLETED
TT|2023-12-12 17:55:05.606131|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-12-12 17:57:27.800627|ExtractFromHTML|OK|COMPLETED
TT|2023-12-13 07:55:05.549139|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-12-13 09:55:05.280210|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-12-13 11:55:04.509219|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
