,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-11-07,TT,Andaman and Nicobar Islands,,,,10740,129,10608,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
1,2022-11-07,TT,Andhra Pradesh,,,,2338998,14733,2324148,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
2,2022-11-07,TT,Arunachal Pradesh,,,,66883,296,66581,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
3,2022-11-07,TT,Assam,,,,746079,8035,735492,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
4,2022-11-07,TT,Bihar,,,,851256,12302,838889,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
5,2022-11-07,TT,Chandigarh,,,,99318,1181,98118,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
6,2022-11-07,TT,Chhattisgarh,,,,1177621,14144,1163357,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
7,2022-11-07,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11590,4,11585,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
8,2022-11-07,TT,Delhi,,,,2006553,26513,1979778,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
9,2022-11-07,TT,Goa,,,,258840,4013,254726,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
10,2022-11-07,TT,Gujarat,,,,1277046,11040,1265553,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
11,2022-11-07,TT,Haryana,,,,1056303,10712,1045430,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
12,2022-11-07,TT,Himachal Pradesh,,,,312478,4211,308237,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
13,2022-11-07,TT,Jammu and Kashmir,,,,479308,4785,474503,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
14,2022-11-07,TT,Jharkhand,,,,442551,5331,437183,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
15,2022-11-07,TT,Karnataka,,,,4069649,40300,4027418,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
16,2022-11-07,TT,Kerala,,,,6823222,71422,6749131,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
17,2022-11-07,TT,Ladakh,,,,29394,231,29158,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
18,2022-11-07,TT,Lakshadweep,,,,11415,52,11363,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
19,2022-11-07,TT,Maharashtra,,,,8133403,148394,7983449,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
20,2022-11-07,TT,Manipur,,,,139890,2149,137734,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
21,2022-11-07,TT,Meghalaya,,,,96767,1624,95140,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
22,2022-11-07,TT,Mizoram,,,,238870,726,238084,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
23,2022-11-07,TT,Madhya Pradesh,,,,1054819,10776,1043970,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
24,2022-11-07,TT,Nagaland,,,,35984,782,35195,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
25,2022-11-07,TT,Odisha,,,,1336261,9204,1326840,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
26,2022-11-07,TT,Puducherry,,,,175441,1975,173404,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
27,2022-11-07,TT,Punjab,,,,784026,19289,764644,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
28,2022-11-07,TT,Rajasthan,,,,1314712,9646,1304705,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
29,2022-11-07,TT,Sikkim,,,,44300,499,43791,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
30,2022-11-07,TT,Tamil Nadu,,,,3592810,38048,3553707,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
31,2022-11-07,TT,Telangana,,,,840582,4111,836024,,,2022-11-07 11:55:25.899389,,,,44661516,530509,44116492,901953562,2197308120
