,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-07-16,PB,Ludhiana,,,,110969,2297,108426,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
2,2022-07-16,PB,S.A.S. Nagar,,,,97552,1159,96032,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
3,2022-07-16,PB,Jalandhar,,,,78867,1581,77143,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
4,2022-07-16,PB,Patiala,,,,62719,1458,61141,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
5,2022-07-16,PB,Amritsar,,,,59740,1684,57978,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
6,2022-07-16,PB,Bathinda,,,,51285,1088,50076,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
7,2022-07-16,PB,Hoshiarpur,,,,41018,1098,39890,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
8,2022-07-16,PB,Gurdaspur,,,,27026,865,26146,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
9,2022-07-16,PB,Pathankot,,,,24710,495,24180,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
10,2022-07-16,PB,Fazilka,,,,23537,545,22966,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
11,2022-07-16,PB,Sri Muktsar Sahib,,,,22609,539,22057,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
12,2022-07-16,PB,Kapurthala,,,,22172,583,21556,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
13,2022-07-16,PB,Rupnagar,,,,18154,456,17631,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
14,2022-07-16,PB,Ferozepur,,,,18026,539,17465,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
15,2022-07-16,PB,Mansa,,,,17319,393,16905,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
16,2022-07-16,PB,Faridkot,,,,16947,339,16589,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
17,2022-07-16,PB,Sangrur,,,,14385,735,13626,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
18,2022-07-16,PB,Shahid Bhagat Singh Nagar,,,,13504,409,13064,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
19,2022-07-16,PB,Fatehgarh Sahib,,,,12034,355,11637,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
20,2022-07-16,PB,Moga,,,,11026,256,10765,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
21,2022-07-16,PB,Tarn Taran,,,,10933,394,10528,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
22,2022-07-16,PB,Barnala,,,,7563,349,7192,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
23,2022-07-16,PB,Malerkotla,,,,3991,176,3811,,2022-07-19T13:43:38.785030+05:30,,,,766086,17793,746804,20056230,0,0
