TT|2022-04-25 07:55:10.357781|GetSource|ERR|File Not Found
TT|2022-04-25 09:55:09.700116|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-25 09:55:23.808561|ExtractFromHTML|OK|COMPLETED
TT|2022-04-25 11:55:09.753814|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-25 11:55:25.951582|ExtractFromHTML|OK|COMPLETED
TT|2022-04-25 19:55:09.872709|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-25 19:55:27.051601|ExtractFromHTML|OK|COMPLETED
TT|2022-04-25 20:55:11.701100|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-25 20:55:33.950540|ExtractFromHTML|OK|COMPLETED
TT|2022-04-25 21:55:09.949613|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-25 21:55:48.602731|ExtractFromHTML|OK|COMPLETED
TT|2022-04-25 22:55:10.050451|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-25 22:55:25.109740|ExtractFromHTML|OK|COMPLETED
TT|2022-04-25 23:55:10.754823|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-25 23:55:33.763733|ExtractFromHTML|OK|COMPLETED
TT|2022-04-26 07:55:10.282712|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-26 09:55:09.823739|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-26 11:55:10.462029|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-26 12:59:42.280580|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-26 13:00:32.392490|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-26 13:03:19.619248|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-04-26 13:37:48.656772|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
