"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16946","16669","13","264"
"2","Chengalpattu","175075","172037","492","2546"
"3","Chennai","561169","551167","1358","8644"
"4","Coimbatore","252886","249343","1037","2506"
"5","Cuddalore","64561","63609","77","875"
"6","Dharmapuri","28978","28628","70","280"
"7","Dindigul","33334","32635","47","652"
"8","Erode","107563","106329","524","710"
"9","Kallakurichi","31606","31375","21","210"
"10","Kancheepuram","76026","74608","152","1266"
"11","Kanyakumari","63077","61879","137","1061"
"12","Karur","24942","24443","135","364"
"13","Krishnagiri","44085","43626","101","358"
"14","Madurai","75656","74412","58","1186"
"15","Mayiladuthurai","23426","23092","15","319"
"16","Nagapattinam","21418","21035","23","360"
"17","Namakkal","54452","53553","382","517"
"18","Nilgiris","34415","34050","147","218"
"19","Perambalur","12130","11868","17","245"
"20","Pudukottai","30383","29939","23","421"
"21","Ramanathapuram","20671","20289","23","359"
"22","Ranipet","43667","42859","30","778"
"23","Salem","102340","100220","395","1725"
"24","Sivagangai","20499","20238","49","212"
"25","Tenkasi","27417","26914","17","486"
"26","Thanjavur","76408","75264","138","1006"
"27","Theni","43622","43092","8","522"
"28","Thirupathur","29458","28802","29","627"
"29","Thiruvallur","120742","118689","195","1858"
"30","Thiruvannamalai","55336","54605","58","673"
"31","Thiruvarur","42005","41501","42","462"
"32","Thoothukudi","56584","56128","44","412"
"33","Tirunelveli","49759","49275","49","435"
"34","Tiruppur","98411","96921","469","1021"
"35","Trichy","78818","77589","132","1097"
"36","Vellore","50437","49184","112","1141"
"37","Villupuram","46095","45700","37","358"
"38","Virudhunagar","46433","45863","21","549"
"39","Airport Surveillance 
(International)","1083","1052","30","1"
"40","Airport Surveillance 
(Domestic)","1086","1084","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,43,427","26,99,994","6,708","36,725"
