"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16947","16671","12","264"
"2","Chengalpattu","175125","172095","484","2546"
"3","Chennai","561340","551296","1399","8645"
"4","Coimbatore","252975","249446","1021","2508"
"5","Cuddalore","64573","63615","82","876"
"6","Dharmapuri","28981","28638","63","280"
"7","Dindigul","33337","32638","47","652"
"8","Erode","107608","106385","513","710"
"9","Kallakurichi","31607","31376","21","210"
"10","Kancheepuram","76044","74626","152","1266"
"11","Kanyakumari","63089","61890","138","1061"
"12","Karur","24951","24458","129","364"
"13","Krishnagiri","44091","43639","94","358"
"14","Madurai","75662","74419","57","1186"
"15","Mayiladuthurai","23426","23094","13","319"
"16","Nagapattinam","21420","21039","20","361"
"17","Namakkal","54473","53586","370","517"
"18","Nilgiris","34417","34071","128","218"
"19","Perambalur","12133","11869","19","245"
"20","Pudukottai","30384","29942","21","421"
"21","Ramanathapuram","20672","20290","23","359"
"22","Ranipet","43669","42864","27","778"
"23","Salem","102366","100256","385","1725"
"24","Sivagangai","20500","20242","46","212"
"25","Tenkasi","27418","26915","17","486"
"26","Thanjavur","76416","75278","132","1006"
"27","Theni","43622","43092","7","523"
"28","Thirupathur","29463","28805","31","627"
"29","Thiruvallur","120754","118705","190","1859"
"30","Thiruvannamalai","55339","54614","52","673"
"31","Thiruvarur","42009","41505","42","462"
"32","Thoothukudi","56589","56130","47","412"
"33","Tirunelveli","49764","49278","51","435"
"34","Tiruppur","98452","96972","457","1023"
"35","Trichy","78829","77606","125","1098"
"36","Vellore","50445","49196","108","1141"
"37","Villupuram","46103","45703","42","358"
"38","Virudhunagar","46439","45865","25","549"
"39","Airport Surveillance 
(International)","1091","1052","38","1"
"40","Airport Surveillance 
(Domestic)","1086","1084","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,44,037","27,00,673","6,629","36,735"
