TT|2022-05-06 07:55:10.125655|GetSource|ERR|File Not Found
TT|2022-05-06 09:55:11.352494|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 09:55:24.758042|ExtractFromHTML|OK|COMPLETED
TT|2022-05-06 11:55:10.546567|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 11:55:27.700912|ExtractFromHTML|OK|COMPLETED
TT|2022-05-06 12:43:11.062147|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 12:43:28.584451|ExtractFromHTML|OK|COMPLETED
TT|2022-05-06 19:55:10.137324|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 19:55:29.051470|ExtractFromHTML|OK|COMPLETED
TT|2022-05-06 20:55:10.746149|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 20:55:29.024026|ExtractFromHTML|OK|COMPLETED
TT|2022-05-06 21:55:09.791322|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 21:55:27.907920|ExtractFromHTML|OK|COMPLETED
TT|2022-05-06 22:55:10.650042|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 22:55:28.176522|ExtractFromHTML|OK|COMPLETED
TT|2022-05-06 23:55:10.355222|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-06 23:55:29.798388|ExtractFromHTML|OK|COMPLETED
TT|2022-05-07 07:55:10.347782|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
