District,Recovered,Deceased,Active
गौतम बिु नगर,101234,490,349
गाज़ियाबाद,85761,473,159
लखनऊ,294422,2694,93
आगरा,35937,465,26
िाराणसी,97677,988,25
कानपरु नगर,91605,1923,21
मरेठ,88186,932,21
बादा,12071,166,18
लललतपरु,14820,134,17
अमरोहा,19298,208,15
बलुदंशहर,26371,253,13
झासी,43913,675,13
प्रयागराज,87460,1117,13
अलीगढ,25497,113,12
मथरुा,25614,406,10
लखीमपरु-खीरी,30031,300,9
सोनभद्र,18666,257,9
फरु्रखाबाद,11882,197,8
मरुादाबाद,46092,368,8
उन्नाव,16925,257,7
इटावा,15784,296,6
हरदोई,17291,373,6
जौनपरु,24388,244,6
कन्नौज,10848,126,6
राय बरेली,21354,348,6
चदंौली,17548,379,5
चचत्रकूट,7781,79,5
कासगजं,4889,55,5
औरैय्या,10799,211,4
आजमगढ़,19449,235,4
बागपत,11070,144,4
सभंल,11024,109,4
बबजनौर,18293,139,3
क्रिरोजाबाद,10586,136,3
जालौन,13871,209,3
सहारनपरु,38386,428,3
गोंडा,14162,285,2
गोरखपरु,65978,866,2
हमीरपरु,6126,102,2
महोबा,4472,89,2
मनैपरुी,11495,189,2
श्रावस्ती,5236,42,2
लसद्धाथ ुनगर,11525,102,2
