"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4779","4288","70","4","417"
"Bageshwar","2144","2033","11","0","100"
"Chamoli","3306","3164","23","3","116"
"Champawat","1971","1941","5","2","23"
"Dehradun","37529","36251","665","194","419"
"Haridwar","13831","13419","146","28","238"
"Nainital","12486","12145","255","31","55"
"Pauri Garhwal","5467","4408","57","20","982"
"Pithoragarh","2633","2466","17","4","146"
"Rudraprayag","2912","2685","89","2","136"
"Tehri Garhwal","2575","2106","17","7","445"
"U.S. Nagar","9155","8775","55","6","319"
"Uttarkashi","1870","1643","38","6","183"
"Total","100658","95324","1448","307","3579"
