,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-11,DL,Central Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
1,1,2021-12-11,DL,East Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
2,2,2021-12-11,DL,New Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
3,3,2021-12-11,DL,North Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
4,4,2021-12-11,DL,North East Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
5,5,2021-12-11,DL,North West Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
6,6,2021-12-11,DL,Shahdara,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
7,7,2021-12-11,DL,South Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
8,8,2021-12-11,DL,South East Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
9,9,2021-12-11,DL,South West Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
10,10,2021-12-11,DL,West Delhi,,,,,,,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
11,11,2021-12-11,DL,Unknown,,,,1441662.0,25100.0,1416177.0,,2021-12-12 11:28:22.248036,,,,1441662,25100,1416177,31553714
