,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-12-11,MN,CAPF Personnel,,,,,,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
1,2021-12-11,MN,Bishnupur,,,,9225,193,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
2,2021-12-11,MN,Chandel,,,,2360,41,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
3,2021-12-11,MN,Churachandpur,,,,10189,162,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
4,2021-12-11,MN,Imphal East,,,,27867,478,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
5,2021-12-11,MN,Imphal West,,,,44015,665,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
6,2021-12-11,MN,Jiribam,,,,1022,7,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
7,2021-12-11,MN,Kakching,,,,6447,113,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
8,2021-12-11,MN,Kamjong,,,,955,5,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
9,2021-12-11,MN,Kangpokpi,,,,2788,62,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
10,2021-12-11,MN,Noney,,,,1074,4,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
11,2021-12-11,MN,Pherzawl,,,,464,0,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
12,2021-12-11,MN,Senapati,,,,2248,10,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
13,2021-12-11,MN,Tamenglong,,,,3285,14,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
14,2021-12-11,MN,Tengnoupal,,,,1076,13,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
15,2021-12-11,MN,Thoubal,,,,9484,178,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
16,2021-12-11,MN,Ukhrul,,,,2997,44,,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
17,2021-12-11,MN,Unknown,,,,0,0,0,,2021-12-12 11:28:22.248036,,,,125496,1989,123179,
